name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
McGill University,mcgill-university,logo/88d833c3e.png,64,Canada,ca,3,28.5,32.8,0,22.8,27.3,59.3,26.8
Rutgers - The State University of New Jersey - New Brunswick,rutgers-the-state-university-of-new-jersey-new-brunswick,logo/c01c983b9.png,64,United States,us,39,28.5,10.3,18.8,34.5,24.8,44.6,22.9
University of Bristol,university-of-bristol,logo/73d83b1e4.png,66,United Kingdom,gb,8,28.3,7.3,16.3,25.7,32.4,45.5,29.3
The Hebrew University of Jerusalem,the-hebrew-university-of-jerusalem,logo/ee11c32f8.png,67,Israel,il,1,28.2,32,28.2,19.6,21.5,37.6,29.1
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,67,United States,us,40,28.2,12.6,0,38.3,22.8,60.9,18.9
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,67,Finland,fi,1,28.2,12.6,16.3,25.2,22.4,51.8,31.3
University of Pittsburgh - Pittsburgh Campus,university-of-pittsburgh,logo/bfcc56ad8.png,70,United States,us,41,28.1,18.5,0,39.8,19.2,59.6,18.3
Ghent University,ghent-university,logo/a05682830.png,71,Belgium,be,1,27.8,5.1,13.3,26.9,18.3,57.5,34.5
Ecole Normale Superieure - Paris,ecole-normale-superieure-paris,logo/8c5918f6b.png,72,France,fr,3,27.6,48.9,28,6.2,19.5,26.4,60.5
Aarhus University,aarhus-university,logo/0ec23abb4.png,73,Denmark,dk,2,27.3,11.5,22.1,12.3,25.8,51.8,31
Boston University,boston-university,logo/cbbf3b6e2.png,73,United States,us,42,27.3,11.5,11.5,29.1,26.3,49.5,21.8
Brown University,brown-university,logo/3d8b527ff.png,75,United States,us,43,27,14.5,13.3,26.2,25.1,43.6,32.8
University of Groningen,university-of-groningen,logo/cb5787d1f.png,75,Netherlands,nl,2,27,0,18.8,23,21,52.6,32.7
Nagoya University,nagoya-university,logo/958492796.png,77,Japan,jp,3,26.7,29,25.3,16.8,17.7,44.3,23.1
Stockholm University,stockholm-university,logo/bd0e71ccb.png,77,Sweden,se,3,26.7,24.1,27.4,18.1,19.4,40.4,25.6
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,77,Israel,il,2,26.7,23.5,37.6,15.2,18.3,33.3,28.2
The Australian National University,the-australian-national-university,logo/e6233a5b3.png,77,Australia,au,2-3,26.7,13.6,19.2,24.8,20.1,45.1,29.1
The University of Queensland,the-university-of-queensland,logo/9d6b97a7c.png,77,Australia,au,2-3,26.7,12.6,0,22,24,63.2,29.3
Leiden University,leiden-university,logo/970699879.png,82,Netherlands,nl,3,26.5,17.8,9.4,25.7,22,46.9,32.9
University of Florida,university-of-florida,logo/a1fc569d1.png,83,United States,us,44,26.2,17,0,30.9,21,58.7,17.3
Rice University,rice-university,logo/3bd736da6.png,84,United States,us,45,26,16.2,21.7,28.1,22.8,29.2,34.3
Osaka University,osaka-university,logo/433a187e9.png,85,Japan,jp,4,25.7,8.9,0,31.6,26.7,51.7,21.7
Moscow State University,moscow-state-university,logo/98123a275.png,86,Russia,ru,1,25.3,41.4,33,0,7.7,46.4,31.3
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,87,Australia,au,4,24.9,13.6,14.1,24.1,14.5,47.5,28.9
University of Basel,university-of-basel,logo/4b95c2a51.png,87,Switzerland,ch,4,24.9,19.2,16.3,17.4,21.4,39.2,35
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,87,France,fr,4,24.9,25.1,28.8,15.9,19,34.6,21.7
KU Leuven,ku-leuven,logo/666263d88.png,90,Belgium,be,2,24.7,0,0,30.1,18.6,56.6,30.4
University of Arizona,university-of-arizona,logo/b51ca4f00.png,90,United States,us,46,24.7,14.5,0,27.2,27.5,48.4,20.3
University of Warwick,university-of-warwick,logo/90bb99399.png,92,United Kingdom,gb,9,24.6,0,29.8,23.7,14,39.3,26.8
Arizona State University,arizona-state-university,logo/4b703d82d.png,93,United States,us,47-49,24.5,0,20,22.2,25.5,42.6,19.1
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,93,United States,us,47-49,24.5,0,0,37.9,33.9,29,37.6
University of Utah,university-of-utah,logo/755c0861c.png,93,United States,us,47-49,24.5,0,11.5,26.5,25.5,46.7,18.7
McMaster University,mcmaster-university,logo/0f693978a.png,96,Canada,ca,4,24.4,12.6,18.8,23.2,15.1,44.5,22.5
University of Bonn,university-of-bonn,logo/68c81f6c8.png,97,Germany,de,4,24.3,15.4,19.8,17.4,21.1,39.8,25.9
VU University Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,98,Netherlands,nl,4,24.2,0,0,27.8,18,55.5,33.3
Michigan State University,michigan-state-university,logo/3be5907be.png,99,United States,us,50,24,8.9,0,30.7,21.8,50.6,18.9
Texas A&M University,texas-a-m-university,logo/df03442c2.png,100,United States,us,51,23.9,0,0,34.3,22.7,49.5,20.9
Aix Marseille University,aix-marseille-university,logo/db573f4a7.png,101-150,France,fr,5-6,,13.6,0,15.2,20.3,50.1,27.6
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,101-150,United States,us,52-65,,0,0,23.7,29.2,39.7,19.9
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,101-150,United States,us,52-65,,30.3,10.9,15.9,19,39.7,22.9
Emory University,emory-university,logo/7489183e0.png,101-150,United States,us,52-65,,0,0,28.4,22,51.3,18
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,101-150,United States,us,52-65,,12.6,0,30.3,22.4,43.2,28.1
Icahn School of Medicine at Mount Sinai,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,101-150,United States,us,52-65,,0,0,26.8,25,36.6,21.5
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,101-150,United States,us,52-65,,10.3,21.6,18.5,21.9,39.6,20.2
London School of Economics and Political Science,london-school-of-economics-and-political-science,logo/21a6b0778.png,101-150,United Kingdom,gb,10-17,,19.9,16.3,15.2,,31.2,28.7
Lund University,lund-university,logo/165fbbe8f.png,101-150,Sweden,se,4,,21.2,0,22.5,16.3,49.7,21.2
Mayo Medical School,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-150,United States,us,52-65,,0,0,35.4,12.8,46.5,29.5
Monash University,monash-university,logo/6d8339a6f.png,101-150,Australia,au,5-7,,0,0,18.4,22.6,58.6,25.5
National University of Singapore,national-university-of-singapore,logo/31943e0cb.png,101-150,Singapore,sg,1,,0,0,19.3,20.3,59.5,32.2
Norwegian University of Science and Technology - NTNU,norwegian-university-of-science-and-technology-ntnu,logo/5cbe779ad.png,101-150,Norway,no,2,,13.6,21,10.1,12.9,36.4,20
Peking University,peking-university,logo/86350223.png,101-150,China,cn,1-4,,0,0,11.2,21.5,64,19.5
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,101-150,Netherlands,nl,5-7,,16.2,0,12.3,19.3,50.4,32.2
Seoul National University,seoul-national-university,logo/4d302fc4e.png,101-150,South Korea,kr,1,,0,0,12.3,17.9,67.1,23.5
Shanghai Jiao Tong University,shanghai-jiao-tong-university,logo/27403919.png,101-150,China,cn,1-4,,0,0,12.6,10.6,68.5,23
Swiss Federal Institute of Technology Lausanne,swiss-federal-institute-of-technology-lausanne,logo/1946ead7f.png,101-150,Switzerland,ch,5,,0,0,26.1,29.2,41.8,38.4
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,101-150,Denmark,dk,3,,5.1,11.5,21.1,14.6,39,23.4
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,101-150,United Kingdom,gb,10-17,,7.3,0,24.9,18.5,42.1,22.9
The University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,101-150,Australia,au,5-7,,0,0,20.2,17.8,58.6,23.9
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,101-150,United Kingdom,gb,10-17,,17.8,13.3,18.4,17.5,42.8,21.7
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,101-150,United States,us,52-65,,0,0,28.2,21.4,41.3,32.4
Tohoku University,tohoku-university,logo/cd197349d.png,101-150,Japan,jp,5,,14.5,0,23.9,21,52.2,21.6
Tsinghua University,tsinghua-university,logo/27532357.png,101-150,China,cn,1-4,,10.3,0,10,26.8,63.8,20.2
Tufts University,tufts-university,logo/a74ac6721.png,101-150,United States,us,52-65,,18.5,16.3,20.1,15.4,34.9,25.7
Université libre de Bruxelles (ULB),universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-150,Belgium,be,3,,19.9,26.6,11.3,11.8,32.7,30.4
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-150,Canada,ca,5-6,,11.5,0,23.9,19.2,54.2,22.5
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-150,Netherlands,nl,5-7,,5.1,0,20.8,18.8,53.3,28.2
University of Birmingham,university-of-birmingham,logo/aac49270e.png,101-150,United Kingdom,gb,10-17,,18.5,9.4,20.8,12.7,44.7,20.5
University of California - Riverside,university-of-california-riverside,logo/5f4516909.png,101-150,United States,us,52-65,,12.6,0,24.7,23.9,32.2,27.5
University of Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,101-150,Germany,de,5-8,,30.3,0,19.6,21.2,37.7,25.3
University of Freiburg,university-of-freiburg,logo/023a63f53.png,101-150,Germany,de,5-8,,18.5,18.8,13,24.4,37.9,25.3
University of Goettingen,university-of-goettingen,logo/f34acde58.png,101-150,Germany,de,5-8,,30.8,14.9,13.1,20,38.9,25.6
University of Leeds,university-of-leeds,logo/6dd8db10a.png,101-150,United Kingdom,gb,10-17,,17,0,18.4,18.4,42.5,19.8
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,10-17,,17,13.3,14.9,18.6,41.2,22.5
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,101-150,United States,us,52-65,,13.6,0,32,16.9,35.5,23.2
University of Massachusetts Chan Medical School,university-of-massachusetts-medical-school-worcester,logo/c2a3365ca.png,101-150,United States,us,52-65,,0,20,15.9,24.9,27.4,23.9
University of Montreal,university-of-montreal,logo/b0c53560f.png,101-150,Canada,ca,5-6,,11.5,0,17.2,17.3,50.6,21.7
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,101-150,Germany,de,5-8,,19.2,13.3,14.8,14.7,36,22.2
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,101-150,United Kingdom,gb,10-17,,11.5,20,19.1,15.9,45.9,20.1
University of Rochester,university-of-rochester,logo/9fac3887f.png,101-150,United States,us,52-65,,24.6,7.7,25.2,20.8,39,20.8
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,12.2,12.1,72,15.5
University of Southampton,university-of-southampton,logo/ed12f6724.png,101-150,United Kingdom,gb,10-17,,0,0,24.6,19.5,46.2,24.3
University of Sydney,university-of-sydney,logo/6f7db18c8.png,101-150,Australia,au,5-7,,14.5,0,9.6,18.1,64.7,25.3
University of Virginia,university-of-virginia,logo/3d702cdba.png,101-150,United States,us,52-65,,0,0,27,27.7,43.7,19.1
University of Wageningen,wageningen-university-research,logo/e48392d63.png,101-150,Netherlands,nl,5-7,,0,0,24.1,19.8,42,33
University Paris Diderot - Paris 7,university-paris-diderot-paris-7,logo/e2dbeabe6.png,101-150,France,fr,5-6,,11.5,9.4,14.9,30.2,45,19.5
Weizmann Institute of Science,weizmann-institute-of-science,logo/f5dfa93ce.png,101-150,Israel,il,3,,17.8,16.3,17,34.7,26.8,25.1
Zhejiang University,zhejiang-university,logo/88311656.png,101-150,China,cn,1-4,,0,0,7.1,13.5,68.5,19.9
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,18-21,,0,16.3,13.6,17.8,39.2,20.3
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,151-200,Belgium,be,4,,10.3,13.3,15.9,9.1,37.4,26.9
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,151-200,Netherlands,nl,8,,0,14.9,22,8,33.6,26.4
Fudan University,fudan-university,logo/28312850.png,151-200,China,cn,5-7,,0,0,12.2,13.1,56.1,21.5
George Mason University,george-mason-university,logo/ba8ac68f7.png,151-200,United States,us,66-78,,0,31.9,5.1,8.9,28.7,18.5
Hokkaido University,hokkaido-university,logo/0ed9be4d1.png,151-200,Japan,jp,6-7,,11.5,16.3,7.2,15.6,42.2,18.7
Iowa State University,iowa-state-university,logo/7c94539cd.png,151-200,United States,us,66-78,,0,0,20.1,17.1,39.3,19.8
Joseph Fourier University (Grenoble 1),joseph-fourier-university-grenoble-1,logo/3fda45955.png,151-200,France,fr,7-8,,0,14.9,16.3,21.9,32.9,18.2
King Abdulaziz University,king-abdulaziz-university,logo-jpg/ca4482ae600.jpg,151-200,Saudi Arabia,sa,1-2,,0,0,29.1,7.2,47,13.4
King Saud University,king-saud-university,logo/a8ed57dd5.png,151-200,Saudi Arabia,sa,1-2,,0,0,32.5,5.9,42.5,14.1
Nanyang Technological University,nanyang-technological-university,logo/f3d48b4a3.png,151-200,Singapore,sg,2,,0,0,11.2,10.5,50.5,26.2
National Taiwan University,national-taiwan-university,logo/075ca4af3.png,151-200,China-Taiwan,tw,1,,11.5,0,13.9,11.6,55.5,19.4
North Carolina State University - Raleigh,north-carolina-state-university-raleigh,logo/1df34c570.png,151-200,United States,us,66-78,,0,0,25.2,12.8,41.2,19.1
Oregon Health and Science University,oregon-health-and-science-university,logo/e0d414de9.png,151-200,United States,us,66-78,,0,0,20.8,22.1,34.6,22.4
Oregon State University,oregon-state-university,logo/5f1862f7c.png,151-200,United States,us,66-78,,10.3,0,23,21.2,34.7,22.7
Queen Mary University of London,queen-mary-university-of-london,logo/7aaa63173.png,151-200,United Kingdom,gb,18-21,,17.8,0,18.1,13.7,32.1,20.7
Sapienza University of Rome,sapienza-university-of-rome,logo/7ecaa1198.png,151-200,Italy,it,1-5,,11.5,13.3,5.1,12.1,52,17.8
Sun Yat-sen University,sun-yat-sen-university,logo/46293852.png,151-200,China,cn,5-7,,0,0,8.7,9.9,54.9,17.9
Tel Aviv University,tel-aviv-university,logo/3384913de.png,151-200,Israel,il,4,,0,0,20.7,14.8,48.1,26.4
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,151-200,China-Hong Kong,hk,1-2,,0,14.1,15.1,5.2,43.1,22
The University of Adelaide,the-university-of-adelaide,logo/13e383993.png,151-200,Australia,au,8,,14.5,0,16.3,12.9,42,25.7
The University of Georgia,the-university-of-georgia,logo/4cb4fc994.png,151-200,United States,us,66-78,,0,0,20.6,16.7,42.1,18.1
The University of Hong Kong,the-university-of-hong-kong,logo/cbf530ad3.png,151-200,China-Hong Kong,hk,1-2,,0,0,17.5,14.2,43.9,22.5
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,151-200,Japan,jp,6-7,,12.6,0,15.9,15.3,37.8,24
Trinity College Dublin,trinity-college-dublin,logo/a5359bee7.png,151-200,Ireland,ie,1,,10.3,13.3,12.3,13.1,31,19
University of Barcelona,university-of-barcelona,logo/bb05b95cc.png,151-200,Spain,es,1,,0,0,15.1,11.7,51.6,18.7
University of Bern,university-of-bern,logo/0881a5f78.png,151-200,Switzerland,ch,6,,12.6,0,16.3,19.2,41.3,26.9
University of Buenos Aires,university-of-buenos-aires,logo/3ec293867.png,151-200,Argentina,ar,1,,14.5,24,0,9.7,34.9,21.7
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,9-13,,0,11.5,8.6,19.3,37.1,21.5
University of Delaware,university-of-delaware,logo/0837d432d.png,151-200,United States,us,66-78,,10.3,16.3,20.1,10,30.8,19
University of Exeter,university-of-exeter,logo/e757ee576.png,151-200,United Kingdom,gb,18-21,,0,0,17.8,18.4,34.9,23.5
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,151-200,Sweden,se,5,,0,15.4,12.3,14.5,41.3,19.7
University of Hamburg,university-of-hamburg,logo/1f501fa40.png,151-200,Germany,de,9-13,,11.5,0,13.9,21.7,36.6,22.1
University of Hawaii at Manoa,university-of-hawaii-at-manoa,logo/71999f015.png,151-200,United States,us,66-78,,0,0,20.1,22.9,36,18.7
University of Illinois at Chicago,university-of-illinois-at-chicago,logo/a3459f50d.png,151-200,United States,us,66-78,,0,0,21,14.5,43.7,17.8
University of Iowa,university-of-iowa,logo/64ddaf953.png,151-200,United States,us,66-78,,0,0,20.3,18.8,44.7,17.5
Kiel University,university-of-kiel,logo/0247385d2.png,151-200,Germany,de,9-13,,10.3,13.3,13.8,13.7,29.7,18.8
University of Miami,university-of-miami,logo/bbb3b957a.png,151-200,United States,us,66-78,,0,0,22,14.7,39.5,14.8
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,1-5,,17,0,14.2,9.6,46.3,21.2
University of Padua,university-of-padua,logo/290d176ce.png,151-200,Italy,it,1-5,,0,0,11.3,16.1,48.2,22
University of Paris Descartes (Paris 5),university-of-paris-descartes-paris-5,logo/235b7fe5f.png,151-200,France,fr,7-8,,11.5,9.4,12.2,13.5,40.1,15.7
University of Pisa,university-of-pisa,logo/a979256d7.png,151-200,Italy,it,1-5,,13.6,23.1,7.2,6.5,37,22.1
University of Science and Technology of China,university-of-science-and-technology-of-china,logo/50132214.png,151-200,China,cn,5-7,,0,0,15.9,13.9,50.8,25.5
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,151-200,United Kingdom,gb,18-21,,0,22.4,15.2,12.1,30.3,26.4
University of Tennessee - Knoxville,university-of-tennessee-knoxville,logo/27a58d8fe.png,151-200,United States,us,66-78,,10.3,0,17.9,14.2,39.2,15.1
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,9-13,,22.4,0,12.2,17.4,41.1,23.7
University of Turin,university-of-turin,logo/1d6abed85.png,151-200,Italy,it,1-5,,15.4,0,16.2,8.5,40,20.2
University of Vienna,university-of-vienna,logo/442aa1711.png,151-200,Austria,at,1,,13.6,0,15.9,21.1,36.5,23.9
University of Wuerzburg,university-of-wuerzburg,logo/90768ed0f.png,151-200,Germany,de,9-13,,19.2,0,18.9,15,33.3,21.1
Virginia Commonwealth University,virginia-commonwealth-university,logo/060382474.png,151-200,United States,us,66-78,,10.3,14.1,15.9,7.8,34.3,14.6
Autonomous University of Barcelona,autonomous-university-of-barcelona,logo/ae2a39e54.png,201-300,Spain,es,2-5,,0,0,5,12.9,44.5,20.2
Autonomous University of Madrid,autonomous-university-of-madrid,logo/1ae8d6f97.png,201-300,Spain,es,2-5,,0,0,11.3,9.9,39.3,17.3
Beijing Normal University,beijing-normal-university,logo/38816505.png,201-300,China,cn,8-13,,15.4,0,5,7.9,38.8,16.1
