name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,101-150,United States,us,42-56,,9.4,20.8,14,15.3,41.9,19.5
King Abdulaziz University,king-abdulaziz-university,logo-jpg/ca4482ae600.jpg,101-150,Saudi Arabia,sa,1,,0,0,43.2,10.2,45.1,16.1
Mayo Clinic Alix School of Medicine,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-150,United States,us,42-56,,0,0,41.4,16.8,51.3,26.8
Michigan State University,michigan-state-university,logo/3be5907be.png,101-150,United States,us,42-56,,7.7,0,19.8,17.8,56.4,18.9
Nanjing University,nanjing-university,logo/44696062.png,101-150,China,cn,7-13,,0,0,17.1,14.8,61.4,25.8
Norwegian University of Science and Technology - NTNU,norwegian-university-of-science-and-technology-ntnu,logo/5cbe779ad.png,101-150,Norway,no,2,,12.1,20.3,15.7,15.8,45.2,20.4
Pennsylvania State University - University Park,pennsylvania-state-university-university-park,logo/1069b7da2.png,101-150,United States,us,42-56,,9.4,0,25.2,25.8,56,20.3
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,101-150,Netherlands,nl,5-7,,16.3,0,25.2,18.4,53.4,37.1
Rice University,rice-university,logo/3bd736da6.png,101-150,United States,us,42-56,,15.4,21,23.2,22.1,31,33.4
Rutgers - The State University of New Jersey - New Brunswick,rutgers-the-state-university-of-new-jersey-new-brunswick,logo/c01c983b9.png,101-150,United States,us,42-56,,7.7,18.2,22.1,23.3,48.3,17
Seoul National University,seoul-national-university,logo/4d302fc4e.png,101-150,South Korea,kr,1,,0,0,21,17.5,71.9,24.7
Southeast University,southeast-university,logo/82819451.png,101-150,China,cn,7-13,,0,0,29.7,7.8,59.6,19
Sun Yat-sen University,sun-yat-sen-university,logo/46293852.png,101-150,China,cn,7-13,,0,0,23.2,14.8,76.1,20.2
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,101-150,Israel,il,2-3,,23,36.4,9.9,22.1,31.5,22.2
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,101-150,China-Hong Kong,hk,1,,0,13.6,19.8,12.8,49.2,20.5
The Hebrew University of Jerusalem,the-hebrew-university-of-jerusalem,logo/ee11c32f8.png,101-150,Israel,il,2-3,,31.2,27.3,14,16.7,39.7,22.6
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,101-150,United States,us,42-56,,10.9,0,18.5,21.6,66.7,17.5
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,101-150,United Kingdom,gb,9-15,,17.2,12.9,17.1,17.1,48.5,23.5
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,101-150,Japan,jp,4,,12.1,28.8,9.9,13.4,37.9,28.8
Université libre de Bruxelles (ULB),universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-150,Belgium,be,3,,18.8,25.7,9.9,17,33.9,32.5
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-150,Canada,ca,5,,10.9,0,18.5,15.5,59.4,24.4
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-150,Netherlands,nl,5-7,,0,0,25.2,19.1,56.7,29.8
University of Arizona,university-of-arizona,logo/b51ca4f00.png,101-150,United States,us,42-56,,14.4,0,15.7,25.9,51.6,21.9
University of Bern,university-of-bern,logo/0881a5f78.png,101-150,Switzerland,ch,6-7,,12.1,0,24.3,25.5,46.5,32.8
University of Birmingham,university-of-birmingham,logo/aac49270e.png,101-150,United Kingdom,gb,9-15,,17.2,9.1,14,17.4,50.7,22
University of Freiburg,university-of-freiburg,logo/023a63f53.png,101-150,Germany,de,5-7,,21.7,18.2,15.7,19.6,40.1,20.9
University of Goettingen,university-of-goettingen,logo/f34acde58.png,101-150,Germany,de,5-7,,28.7,14.4,17.1,21.2,39,21.2
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,101-150,Sweden,se,4,,0,14.9,19.8,11.9,48.1,21.9
University of Lausanne,university-of-lausanne,logo/5051a54b0.png,101-150,Switzerland,ch,6-7,,17.2,16.6,15.7,21.7,34.9,23.3
University of Leeds,university-of-leeds,logo/6dd8db10a.png,101-150,United Kingdom,gb,9-15,,16.3,0,21,18.5,49.1,20.8
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,9-15,,15.4,12.9,17.1,20.8,49,25.8
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,101-150,United Kingdom,gb,9-15,,19.6,19.3,18.5,13.1,49,22.6
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,15.7,12.1,77.5,17.6
University of Southampton,university-of-southampton,logo/ed12f6724.png,101-150,United Kingdom,gb,9-15,,0,0,24.3,21.8,48.3,25.2
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,101-150,France,fr,6-7,,27.2,32.4,0,17,37.3,21.9
University of Utah,university-of-utah,logo/755c0861c.png,101-150,United States,us,42-56,,0,11.1,18.5,25,53.5,23.3
University of Warwick,university-of-warwick,logo/90bb99399.png,101-150,United Kingdom,gb,9-15,,13.3,28.8,7,17.2,45,25.9
Vrije Universiteit Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,101-150,Netherlands,nl,5-7,,0,0,28.9,12.7,53.7,32.8
Xi'an Jiaotong University,xian-jiaotong-university,logo/77584005.png,101-150,China,cn,7-13,,0,0,17.1,14.1,67.8,19.5
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,151-200,United States,us,57-65,,0,0,25.2,27.2,44.2,17.8
Beihang University,beihang-university,logo/22403670.png,151-200,China,cn,14-22,,0,0,21,9.4,54,17.3
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,16-20,,0,15.8,18.5,15.4,43.6,22.6
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,151-200,Belgium,be,4,,9.4,12.9,22.1,10.5,34.4,27.3
Delft University of Technology,delft-university-of-technology,logo/a0e573fe4.png,151-200,Netherlands,nl,8-9,,10.9,0,14,20.2,44.1,24.9
Hokkaido University,hokkaido-university,logo/0ed9be4d1.png,151-200,Japan,jp,5-7,,10.9,15.8,7,12.4,43.7,19.5
Jilin University,jilin-university,logo/76557044.png,151-200,China,cn,14-22,,0,0,19.8,8.9,64.4,12.9
King Saud University,king-saud-university,logo/a8ed57dd5.png,151-200,Saudi Arabia,sa,2,,0,0,33.6,4.3,47,16.1
London School of Economics and Political Science,london-school-of-economics-and-political-science,logo/21a6b0778.png,151-200,United Kingdom,gb,16-20,,23,15.8,7,,32,27.2
Lund University,lund-university,logo/165fbbe8f.png,151-200,Sweden,se,5,,18.8,0,9.9,18.4,54,23.3
Osaka University,osaka-university,logo/433a187e9.png,151-200,Japan,jp,5-7,,18,0,12.1,18.4,51.3,19.7
Sapienza University of Rome,sapienza-university-of-rome,logo/7ecaa1198.png,151-200,Italy,it,1-3,,9.4,12.9,7,12.5,52.6,20.1
Shandong University,shandong-university,logo/97189370.png,151-200,China,cn,14-22,,0,0,15.7,5.4,65.2,15.9
Sichuan University,sichuan-university,logo/75651370.png,151-200,China,cn,14-22,,0,0,15.7,9.3,68,16
Soochow University,soochow-university-china,logo/44374737.png,151-200,China,cn,14-22,,0,0,30.5,8.9,52.3,16.3
South China University of Technology,south-china-university-of-technology,logo/69348939.png,151-200,China,cn,14-22,,0,0,27.1,5.4,56.4,17.7
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,151-200,Denmark,dk,3,,0,11.1,18.5,17.8,43.1,20.2
Tel Aviv University,tel-aviv-university,logo/3384913de.png,151-200,Israel,il,4,,0,0,14,20.4,52.1,22.7
Texas A&M University,texas-a-m-university,logo/df03442c2.png,151-200,United States,us,57-65,,0,0,17.1,14.6,55.8,18.2
The University of Adelaide,the-university-of-adelaide,logo/13e383993.png,151-200,Australia,au,8,,13.3,0,24.3,13.3,46.3,29.8
The University of Calgary,the-university-of-calgary,logo/2728e064d.png,151-200,Canada,ca,6-9,,0,0,21,14.1,50.7,20.3
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,151-200,United Kingdom,gb,16-20,,5.4,0,23.2,20.6,45.7,23.9
The University of Hong Kong,the-university-of-hong-kong,logo/cbf530ad3.png,151-200,China-Hong Kong,hk,2,,0,0,25.2,13.9,52.9,21.8
Tianjin University,tianjin-university,logo/74813674.png,151-200,China,cn,14-22,,0,0,15.7,9.9,61.3,18.9
Tohoku University,tohoku-university,logo/cd197349d.png,151-200,Japan,jp,5-7,,14.4,0,14,17.4,50.7,20.7
Trinity College Dublin,trinity-college-dublin,logo/a5359bee7.png,151-200,Ireland,ie,1,,13.3,12.9,18.5,15.4,35.3,18
Tufts University,tufts-university,logo/a74ac6721.png,151-200,United States,us,57-65,,18,15.8,14,10.9,34.4,24.2
University of Barcelona,university-of-barcelona,logo/bb05b95cc.png,151-200,Spain,es,1,,0,0,22.1,12.9,50.7,21.7
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,151-200,United States,us,57-65,,0,0,30.5,24.8,29.3,31.8
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,8-10,,0,11.1,15.7,19.3,40.9,19.4
University of Electronic Science and Technology of China,university-of-electronic-science-and-technology-of-china,logo/55538407.png,151-200,China,cn,14-22,,0,0,34.3,7.2,49.8,18.4
University of Exeter,university-of-exeter,logo/e757ee576.png,151-200,United Kingdom,gb,16-20,,0,0,27.1,22.1,41.1,24.7
University of Lisbon,university-of-lisbon,logo/5be973b27.png,151-200,Portugal,pt,1,,0,7.9,12.1,11.5,51.4,21.5
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,151-200,United States,us,57-65,,13.3,0,22.1,15.2,39.3,22.2
University of Massachusetts Chan Medical School,university-of-massachusetts-medical-school-worcester,logo/c2a3365ca.png,151-200,United States,us,57-65,,0,19.3,19.8,20.2,26.4,21.4
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,1-3,,16.3,0,15.7,9.5,51.5,23.1
University of Missouri - Columbia,university-of-missouri-columbia,logo/84de5e5b1.png,151-200,United States,us,57-65,,7.7,14.4,17.1,10.1,40.1,17.6
University of Montpellier,university-of-montpellier,logo/494a1c1f0.png,151-200,France,fr,8,,9.4,0,17.1,18.2,46.8,22.1
University of Montreal,university-of-montreal,logo/b0c53560f.png,151-200,Canada,ca,6-9,,10.9,0,17.1,14,53.8,23.7
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,151-200,Germany,de,8-10,,18.8,12.9,12.1,19.1,36.4,18.4
University of Ottawa,university-of-ottawa,logo/eaae11f5f.png,151-200,Canada,ca,6-9,,0,0,18.5,15.2,48.7,23.8
University of Pisa,university-of-pisa,logo/a979256d7.png,151-200,Italy,it,1-3,,20.3,22.3,9.9,6.2,41.2,23.9
University of Rochester,university-of-rochester,logo/9fac3887f.png,151-200,United States,us,57-65,,30.2,7.4,12.1,16.9,41,17.4
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,151-200,United Kingdom,gb,16-20,,0,21.6,17.1,12.8,32,23.1
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,8-10,,21.7,0,12.1,21.3,42.1,20.1
University of Vienna,university-of-vienna,logo/442aa1711.png,151-200,Austria,at,1,,10.9,0,19.8,19.3,38.9,26
University of Virginia,university-of-virginia,logo/3d702cdba.png,151-200,United States,us,57-65,,0,0,18.5,20.6,47.6,18
University of Waterloo,university-of-waterloo,logo/afeac310e.png,151-200,Canada,ca,6-9,,0,14.4,18.5,11,46.7,22.7
Wageningen University & Research,wageningen-university-research,logo/e48392d63.png,151-200,Netherlands,nl,8-9,,0,0,30.5,12.3,42.5,34.8
Wuhan University,wuhan-university,logo/46182017.png,151-200,China,cn,14-22,,0,0,17.1,10.6,63.7,16.6
Autonomous University of Barcelona,autonomous-university-of-barcelona,logo/ae2a39e54.png,201-300,Spain,es,2-5,,0,0,9.9,12.3,46.7,23.3
Beijing Institute of Technology,beijing-institute-of-technology,logo/85386135.png,201-300,China,cn,23-32,,0,0,21,3.4,49.7,17.3
Beijing Normal University,beijing-normal-university,logo/38816505.png,201-300,China,cn,23-32,,15.4,0,14,8.4,49,17.9
Charles University in Prague,charles-university-in-prague,logo/b21d1a50b.png,201-300,Czech Republic,cz,1,,0,0,7,11.4,47.6,19.6
China Medical University (Taichung),china-medical-university-taichung,logo/e4e511a59.png,201-300,China-Taiwan,tw,1-2,,0,0,32.8,2,34.2,32.7
