name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
The University of Tokyo,the-university-of-tokyo,logo/68d505f23.png,20,Japan,jp,1,45.1,34.1,14.1,42.9,49,79.7,34.1
University College London,university-college-london,logo/9f3188b58.png,21,United Kingdom,gb,3,44.6,30.4,32.2,40.4,45.2,66,36.1
University of Michigan - Ann Arbor,university-of-michigan-ann-arbor,logo/5edf88399.png,22,United States,us,18,43.8,37.5,0,60.3,41.4,77.3,31.4
Swiss Federal Institute of Technology Zurich,eth-zurich,logo/690aaf016.png,23,Switzerland,ch,1,43.6,35,36.3,35.9,41.8,52.6,57
Kyoto University,kyoto-university,logo/ac21f9c26.png,24,Japan,jp,2,42.7,34.6,34.9,38.4,34.6,67.3,31
University of Illinois at Urbana-Champaign,university-of-illinois-at-urbana-champaign,logo/49df86f43.png,25,United States,us,19,42.4,36.2,36.6,42.9,35.9,59.7,26.8
The Imperial College of Science,imperial-college-london,logo/20b72ddaf.png,26,United Kingdom,gb,4,41.9,18.1,37.4,40.4,35.9,61.7,39.4
University of Toronto,university-of-toronto,logo/760dedb4f.png,27,Canada,ca,1,40.5,24.4,19.3,39.1,35.1,78.2,27.5
University of Minnesota,university-of-minnesota-twin-cities,logo/7f9e67da9.png,28,United States,us,20,40.4,31.4,16.3,49.7,35.3,67.5,24.6
Washington University in St. Louis,washington-university-in-st-louis,logo/e4356564f.png,29,United States,us,21,39.5,21.9,26,39.1,41.3,55,40.1
Northwestern University,northwestern-university,logo/7e0da1019.png,30,United States,us,22,38.7,18.9,18.9,47,34.8,59.1,38.5
Duke University,duke-university,logo/793d0ba4d.png,31,United States,us,23,37.1,18.1,0,47,41.7,63,40
New York University,new-york-university,logo/d254e1d21.png,32,United States,us,24-25,36.9,33.2,24.5,39.7,33.1,52.9,25.8
Rockefeller University,rockefeller-university,logo/22e351bb0.png,32,United States,us,24-25,36.9,19.7,58.6,29,41.9,21.6,37.6
University of Colorado at Boulder,university-of-colorado-at-boulder,logo/41aff2fed.png,34,United States,us,26,36.4,14.5,30.8,39.1,39.8,45.2,30.6
University of California - Santa Barbara,university-of-california-santa-barbara,logo-jpg/63f81166100.jpg,35,United States,us,27,35,0,35.3,41.7,33.8,42.3,35.2
University of British Columbia,university-of-british-columbia,logo/38ff70adf.png,36,Canada,ca,2,34.4,18.1,18.9,31.6,31.3,64.8,23.7
University of Maryland - College Park,university-of-maryland-college-park,logo/0eeb3a1e0.png,37,United States,us,28,34.1,22.5,20,40.4,28.1,53.6,26.1
The University of Texas at Austin,the-university-of-texas-at-austin,logo/203d8cd87.png,38,United States,us,29,34,18.9,16.7,46.5,27.7,54.3,21.6
University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,logo/6f189065b.png,39,United States,us,30,33.4,10.9,16.3,39.1,27,60.4,28.9
Pierre and Marie Curie University - Paris 6,pierre-and-marie-curie-university-paris-6,logo/438b4206b.png,40,France,fr,1,33.3,35.7,23.6,22.9,27.7,59.3,21.7
The University of Manchester,the-university-of-manchester,logo/ef5cc8934.png,41,United Kingdom,gb,5,33,23.8,18.9,28.1,28.5,58.3,29.9
Vanderbilt University,vanderbilt-university,logo/bb01ff238.png,41,United States,us,31,33,18.1,29.6,31.6,22.1,50.1,36.2
University of Copenhagen,university-of-copenhagen,logo/ba52788d7.png,43,Denmark,dk,1,32.7,26.8,24.2,26.2,24.8,54.5,33.2
University of Paris Sud (Paris 11),university-of-paris-sud-paris-11,logo/250639a27.png,43,France,fr,2,32.7,32.5,46.2,14.5,20.1,50.3,23.9
Pennsylvania State University - University Park,pennsylvania-state-university-university-park,logo/1069b7da2.png,45,United States,us,32,32.5,12.2,0,45.9,37.6,56.9,24.1
University of California - Irvine,university-of-california-irvine,logo/b1df85949.png,46,United States,us,33-34,32.4,0,29.4,37,26.1,48.9,32.8
University of Southern California,university-of-southern-california,logo/f94b07167.png,46,United States,us,33-34,32.4,0,26.8,37.7,27,52.8,27.1
The University of Texas Southwestern Medical Center at Dallas,the-university-of-texas-southwestern-medical-center-at-dallas,logo/8ab040a7d.png,48,United States,us,35,32.2,21.2,33.2,30.8,27.8,39.1,31.1
University of California - Davis,university-of-california-davis,logo/59eef6399.png,49,United States,us,36,31.8,0,0,46.5,31,62.6,29.9
Karolinska Institute,karolinska-institute,logo/826acd5a2.png,50,Sweden,se,1,31.7,26.8,27.3,31.6,19.4,49.6,25.8
University of Pittsburgh,university-of-pittsburgh,logo/bfcc56ad8.png,50,United States,us,37,31.7,21.9,0,42.3,24.1,62.6,28.7
Utrecht University,utrecht-university,logo/5063041ca.png,52,Netherlands,nl,1,31.5,26.8,20.9,28.1,30.5,48.2,25.1
The University of Edinburgh,the-university-of-edinburgh,logo/ce563e70b.png,53,United Kingdom,gb,6,31,19.7,16.7,27.1,32.2,50.1,30.5
University of Zurich,university-of-zurich,logo/897c2afe4.png,54,Switzerland,ch,2,30.9,10.9,26.8,24.6,28.5,49,32.5
Rutgers,rutgers-the-state-university-of-new-jersey-new-brunswick,logo/c01c983b9.png,55,United States,us,38,30.4,13.4,20,40.4,25.8,43.4,23.6
University of Munich,university-of-munich,logo/6d76dd8bd.png,55,Germany,de,1,30.4,32.3,22.9,16.2,24.5,52.5,31.4
Technical University Munich,technical-university-of-munich,logo/3d748c924.png,57,Germany,de,2,30.2,40.1,23.6,25.1,18.1,45.2,30.4
University of Florida,university-of-florida,logo/a1fc569d1.png,58,United States,us,39,29.8,19.7,0,37,21.2,64.1,26.4
Carnegie Mellon University,carnegie-mellon-university,logo/e1f857b46.png,59,United States,us,40,29.6,30.4,32.8,30.8,14.6,35.1,31
The Australian National University,the-australian-national-university,logo/e6233a5b3.png,59,Australia,au,1,29.6,15.5,12.6,36.3,27.2,44.1,32.2
University of Bristol,university-of-bristol,logo/73d83b1e4.png,61,United Kingdom,gb,7,29.5,9.5,17.9,29,28.6,46.7,33.7
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,62,United States,us,41,29.1,15.5,0,41.7,20.9,61.3,20.2
University of Heidelberg,heidelberg-university,logo/c1b74c074.png,63,Germany,de,3,28.7,17.3,27.2,17.8,22.5,49,29.5
The Hebrew University of Jerusalem,the-hebrew-university-of-jerusalem,logo/ee11c32f8.png,64,Israel,il,1,28.6,28.9,20,24.1,22.6,43.9,28.5
King's College London,kings-college-london,logo/7c3673100.png,65,United Kingdom,gb,8,28.5,14.5,23.1,29,15,49.2,30.4
McGill University,mcgill-university,logo/88d833c3e.png,65,Canada,ca,3,28.5,25,0,32.4,22.8,58.6,24.9
Purdue University - West Lafayette,purdue-university-west-lafayette,logo/2ef5fbfcc.png,65,United States,us,42,28.5,16.4,16.7,29.9,21.9,51.7,20.9
University of Oslo,university-of-oslo,logo/2d1aa99b3.png,65,Norway,no,1,28.5,22.5,33.4,17.8,16.1,45.6,29.2
Brown University,brown-university,logo/3d8b527ff.png,69,United States,us,43,28.4,16.4,13.6,31.6,28.6,41,30.7
Ecole Normale Superieure - Paris,ecole-normale-superieure-paris,logo/8c5918f6b.png,70,France,fr,3,28.1,52.1,24.5,12.6,17.9,27.6,57.1
Osaka University,osaka-university,logo/433a187e9.png,71,Japan,jp,3,27.8,10.9,0,26.2,27.8,62,28.3
Leiden University,leiden-university,logo/970699879.png,72,Netherlands,nl,2,27.7,21.9,15.5,29,17.9,47.2,29.1
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,72,Finland,fi,1,27.7,16.4,17.9,21.8,20.7,51.8,29.2
Boston University,boston-university,logo/cbbf3b6e2.png,74,United States,us,44,27.3,13.4,11.5,29.9,24.8,51.5,17.9
University of Melbourne,the-university-of-melbourne,logo/741caa454.png,75,Australia,au,2,27.2,13.4,14.1,22.9,17.2,58.5,26.7
Uppsala University,uppsala-university,logo/8e0a7d1d4.png,76,Sweden,se,2,27.1,22.5,32.2,12.6,17.6,48.3,20.6
Moscow State University,moscow-state-university,logo/98123a275.png,77,Russia,ru,1,26.9,47.9,34.2,0,8.2,48.7,31.7
University of Arizona,university-of-arizona,logo/b51ca4f00.png,77,United States,us,45-46,26.9,0,0,29.9,36.5,51.7,25.5
University of Rochester,university-of-rochester,logo/9fac3887f.png,77,United States,us,45-46,26.9,28.9,8.9,27.1,19.4,43.4,35.5
University of Utah,university-of-utah,logo/755c0861c.png,80,United States,us,47,26.6,0,11.5,30.8,27.3,47.2,25.9
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,81,United Kingdom,gb,9,26.3,20.4,14.1,21.8,23,44.6,28.5
Nagoya University,nagoya-university,logo/958492796.png,82,Japan,jp,4,26,25,14.1,16.2,22.6,48.1,25.9
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,83,United Kingdom,gb,10,25.9,13.4,20,24.1,15.1,46.4,28.3
Tohoku University,tohoku-university,logo/cd197349d.png,84,Japan,jp,5,25.8,16.4,0,21.8,22.3,59.7,27.5
University of Basel,university-of-basel,logo/4b95c2a51.png,85,Switzerland,ch,3,25.6,22.5,17.1,22.9,19.4,36.1,35.5
Michigan State University,michigan-state-university,logo/3be5907be.png,86,United States,us,48,25.5,10.9,0,37,19.8,52.4,18.8
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,87,United States,us,49,25.3,35.4,11.5,21.8,15.1,41.6,31.3
Stockholm University,stockholm-university,logo/bd0e71ccb.png,88,Sweden,se,3,25.2,25.6,29.6,16.2,19.2,35.1,19.6
Texas A&M University - College Station,texas-a-m-university,logo/df03442c2.png,88,United States,us,50,25.2,0,0,33.2,23.9,54.9,21.1
University of Goettingen,university-of-goettingen,logo/f34acde58.png,90,Germany,de,4,24.9,33.7,20,14.5,16.6,40.7,25.6
McMaster University,mcmaster-university,logo/0f693978a.png,91,Canada,ca,4,24.6,14.5,18.9,22.9,14.4,45.3,22.6
University of Virginia,university-of-virginia,logo/3d702cdba.png,91,United States,us,51,24.6,0,0,33.2,27,46.8,25.8
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,93,United States,us,52,24.4,12.2,17.9,26.2,19.3,40.4,18.2
Arizona State University - Tempe,arizona-state-university,logo/4b703d82d.png,94,United States,us,53,24.3,0,14.1,22.9,27.6,44.4,19.1
University of Birmingham,university-of-birmingham,logo/aac49270e.png,94,United Kingdom,gb,11,24.3,21.9,10.9,21.8,15.5,45.4,27.4
University of Sydney,university-of-sydney,logo/6f7db18c8.png,94,Australia,au,3,24.3,17.3,0,20.5,18.4,57.4,27
Aarhus University,aarhus-university,logo/0ec23abb4.png,97,Denmark,dk,2,24.2,13.4,18.9,7.3,24,47.6,26.6
University of Bonn,university-of-bonn,logo/68c81f6c8.png,98,Germany,de,5,24.1,17.3,20,14.5,20.9,41.1,24.7
Rice University,rice-university,logo/3bd736da6.png,99,United States,us,54,23.9,18.9,21.9,21.8,18,30.7,29.5
Emory University,emory-university,logo/7489183e0.png,100,United States,us,55,23.8,0,0,31.6,22.2,50.4,24
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,101-151,United States,us,56-70,,0,0,19.2,32.2,39.1,24.9
Catholic University of Leuven,ku-leuven,logo/666263d88.png,101-151,Belgium,be,1-4,,0,0,21.8,14,52.1,25.3
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,101-151,Belgium,be,1-4,,12.2,13.6,17.8,13.9,40.4,27
Dartmouth College,dartmouth-college,logo/cd738deeb.png,101-151,United States,us,56-70,,21.2,0,21.8,18.3,31.1,28.1
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,101-151,United States,us,56-70,,14.5,0,25.1,22.9,45.3,28.1
Ghent University,ghent-university,logo/a05682830.png,101-151,Belgium,be,1-4,,7.7,15.5,16.2,11,52.7,30.1
Lund University,lund-university,logo/165fbbe8f.png,101-151,Sweden,se,4,,25.6,0,25.1,17.7,50.7,18.4
Mayo Medical School,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-151,United States,us,56-70,,0,0,25.1,16.2,48.4,26.1
National Taiwan University,national-taiwan-university,logo/075ca4af3.png,101-151,China-Taiwan,tw,1,,13.4,0,10.3,9.9,59.6,18.3
National University of Singapore,national-university-of-singapore,logo/31943e0cb.png,101-151,Singapore,sg,1,,0,0,14.5,13.4,57.4,27.9
North Carolina State University - Raleigh,north-carolina-state-university-raleigh,logo/1df34c570.png,101-151,United States,us,56-70,,0,0,28.1,16.2,43.7,19
Oregon State University,oregon-state-university,logo/5f1862f7c.png,101-151,United States,us,56-70,,13.4,0,26.7,24.5,35.8,27.8
Swiss Federal Institute of Technology of Lausanne,swiss-federal-institute-of-technology-lausanne,logo/1946ead7f.png,101-151,Switzerland,ch,4-5,,0,0,25.1,17.9,40.3,43.9
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,101-151,Israel,il,2-3,,16.4,23.1,14.5,12.3,38.5,23
Tel Aviv University,tel-aviv-university,logo/3384913de.png,101-151,Israel,il,2-3,,0,0,24.1,17.1,50,26.7
The University of Georgia,the-university-of-georgia,logo/4cb4fc994.png,101-151,United States,us,56-70,,0,0,26.2,18.5,43.7,17.7
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,101-151,United Kingdom,gb,12-15,,10.9,0,21.8,15.9,43,23.5
The University of Queensland,the-university-of-queensland,logo/9d6b97a7c.png,101-151,Australia,au,4-5,,14.5,0,12.6,22.5,53.5,26.3
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,101-151,Australia,au,4-5,,15.5,14.1,20.5,11.9,41.1,27.6
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,101-151,Japan,jp,6,,14.5,0,21.8,23.8,45.8,30.4
Tufts University,tufts-university,logo/a74ac6721.png,101-151,United States,us,56-70,,16.4,16.7,22.9,13.6,38,25.6
University Libre Bruxelles,universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-151,Belgium,be,1-4,,18.9,18.9,12.6,15.3,31.8,27.3
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-151,Canada,ca,5-6,,13.4,0,20.5,20.4,54.8,21.8
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-151,Netherlands,nl,3-6,,7.7,0,19.2,23.2,49.1,23.6
University of California - Riverside,university-of-california-riverside,logo/5f4516909.png,101-151,United States,us,56-70,,0,0,27.1,31.7,30.6,30.8
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,101-151,United States,us,56-70,,14.5,0,27.1,24.4,35.7,27.4
University of Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,101-151,Germany,de,6-11,,35,8.9,19.2,16.8,38.9,24.6
University of Freiburg,university-of-freiburg,logo/023a63f53.png,101-151,Germany,de,6-11,,21.9,20.9,16.2,18.5,36.5,23.5
University of Geneva,university-of-geneva,logo/7cd1dc0d1.png,101-151,Switzerland,ch,4-5,,25.6,0,20.5,22.2,35.3,23.9
University of Groningen,university-of-groningen,logo/cb5787d1f.png,101-151,Netherlands,nl,3-6,,0,20,17.8,16.7,45.4,21.4
University of Hawaii at Manoa,university-of-hawaii-at-manoa,logo/71999f015.png,101-151,United States,us,56-70,,0,0,26.2,29.8,38.3,23.1
University of Iowa,university-of-iowa,logo/64ddaf953.png,101-151,United States,us,56-70,,0,0,33.2,21.9,48,21.1
University of Leeds,university-of-leeds,logo/6dd8db10a.png,101-151,United Kingdom,gb,12-15,,19.7,0,12.6,21.9,43.6,23.9
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-151,United Kingdom,gb,12-15,,20.4,15.5,12.6,18.9,40.7,28
University of Mainz,university-of-mainz,logo/44fd66a86.png,101-151,Germany,de,6-11,,0,8.2,17.8,21.3,37.9,21.9
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,101-151,United States,us,56-70,,15.5,0,33.2,17.9,36.7,22.3
University of Massachusetts Chan Medical School,university-of-massachusetts-medical-school-worcester,logo/c2a3365ca.png,101-151,United States,us,56-70,,0,20,14.5,25.9,27.7,20.8
University of Miami,university-of-miami,logo/bbb3b957a.png,101-151,United States,us,56-70,,0,0,24.1,18.7,41.2,23.9
University of Milan,university-of-milan,logo/22f0a5d5b.png,101-151,Italy,it,1-3,,19.7,0,19.2,13.2,50.4,20
University of Montreal,university-of-montreal,logo/b0c53560f.png,101-151,Canada,ca,5-6,,13.4,0,14.5,17,51.8,20.1
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,101-151,Germany,de,6-11,,21.9,15.5,12.6,13.3,36.5,21.3
University of Paris Diderot (Paris 7),university-paris-diderot-paris-7,logo/e2dbeabe6.png,101-151,France,fr,4-5,,15.9,13.8,14.5,20.1,41.1,16.2
University of Pisa,university-of-pisa,logo/a979256d7.png,101-151,Italy,it,1-3,,16.4,23.6,16.2,5.3,38.4,18.5
University of Roma - La Sapienza,sapienza-university-of-rome,logo/7ecaa1198.png,101-151,Italy,it,1-3,,14.5,15.5,10.3,13.7,52.6,14.5
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-151,Brazil,br,1,,0,0,10.3,12.6,69.3,32.7
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,101-151,France,fr,4-5,,25.6,22.5,17.8,16.2,34.5,19
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,101-151,United Kingdom,gb,12-15,,0,22.8,19.2,15,26.9,31.1
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,101-151,Germany,de,6-11,,25.6,0,16.2,17.8,41.8,23.7
University of Wageningen,wageningen-university-research,logo/e48392d63.png,101-151,Netherlands,nl,3-6,,0,0,29,14.8,38.1,27
University of Wuerzburg,university-of-wuerzburg,logo/90768ed0f.png,101-151,Germany,de,6-11,,21.9,8.9,23.5,14.4,36.3,22.5
VU University Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,101-151,Netherlands,nl,3-6,,0,0,24.1,13.7,49.2,25.8
Cardiff University,cardiff-university,logo/0d9ee072c.png,152-200,United Kingdom,gb,16-23,,0,16.3,7.3,17.7,40.6,23.4
Colorado State University,colorado-state-university,logo/5890dd554.png,152-200,United States,us,71-90,,0,0,27.1,13.3,38.3,22.5
Delft University of Technology,delft-university-of-technology,logo/a0e573fe4.png,152-200,Netherlands,nl,7-9,,13.4,0,7.3,23.1,37.5,17
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,152-200,Netherlands,nl,7-9,,0,15.5,21.8,5.4,30.3,18.4
Florida State University,florida-state-university,logo/731b432f8.png,152-200,United States,us,71-90,,0,0,20.5,20.4,39.7,19.8
George Mason University,george-mason-university,logo/ba8ac68f7.png,152-200,United States,us,71-90,,0,32.2,10.3,5.6,26.8,19.4
Hokkaido University,hokkaido-university,logo/0ed9be4d1.png,152-200,Japan,jp,7-9,,0,0,16.2,15.9,48.9,20.8
Iowa State University,iowa-state-university,logo/7c94539cd.png,152-200,United States,us,71-90,,0,0,22.9,10.6,43.6,18.2
Joseph Fourier University (Grenoble 1),joseph-fourier-university-grenoble-1,logo/3fda45955.png,152-200,France,fr,6-7,,0,15.5,10.3,18.2,38,17.1
Kyushu University,kyushu-university,logo/d57292828.png,152-200,Japan,jp,7-9,,0,0,14.5,16.4,49.5,20.6
Mount Sinai School of Medicine,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,152-200,United States,us,71-90,,0,0,19.2,18.3,35.5,20.4
National Autonomous University of Mexico,national-autonomous-university-of-mexico,logo/22d59f1cc.png,152-200,Mexico,mx,1,,14.5,0,7.3,11.6,48.7,23.7
Oregon Health and Science University,oregon-health-and-science-university,logo/e0d414de9.png,152-200,United States,us,71-90,,0,0,20.5,17.9,35.3,20.5
Queen Mary,queen-mary-university-of-london,logo/7aaa63173.png,152-200,United Kingdom,gb,16-23,,21.2,0,16.2,16.5,27.6,23.6
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,152-200,Netherlands,nl,7-9,,0,0,10.3,19.8,46.4,23.6
Seoul National University,seoul-national-university,logo/4d302fc4e.png,152-200,South Korea,kr,1,,0,0,7.3,12.6,63.1,19.3
State University of New York at Stony Brook,stony-brook-university,logo/38db338eb.png,152-200,United States,us,71-90,,0,0,19.2,25.3,36.6,19
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,152-200,Denmark,dk,3,,7.7,12.6,17.8,12.3,36.1,20.3
The University of Alabama at Birmingham,university-of-alabama-at-birmingham,logo/bd261e772.png,152-200,United States,us,71-90,,0,0,16.2,17.1,43.4,24.1
The University of Connecticut - Storrs,university-of-connecticut,logo/4e4033592.png,152-200,United States,us,71-90,,13.4,0,16.2,12.9,36.1,19.3
The University of Texas Health Science Center at Houston,the-university-of-texas-health-science-center-at-houston,logo-jpg/cceffd11c00.jpg,152-200,United States,us,71-90,,0,15.5,17.8,19.5,29.9,19.7
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,152-200,United States,us,71-90,,0,0,21.8,11.6,42.7,22.7
University of Barcelona,university-of-barcelona,logo/bb05b95cc.png,152-200,Spain,es,1,,0,0,7.3,14.5,50,24.2
University of Bern,university-of-bern,logo/0881a5f78.png,152-200,Switzerland,ch,6,,14.5,0,10.3,20.4,37.8,27.6
University of Buenos Aires,university-of-buenos-aires,logo/3ec293867.png,152-200,Argentina,ar,1,,18.9,25.3,0,5.7,36.6,21.5
University of Cincinnati,university-of-cincinnati,logo/c5bf6b999.png,152-200,United States,us,71-90,,0,0,22.9,8.8,42.1,19.7
University of Cologne,university-of-cologne,logo/0e5b47b25.png,152-200,Germany,de,12-14,,0,12.6,7.3,19.9,37.9,20.8
University of Colorado at Denver,university-of-colorado-at-denver,logo/69b80bb67.png,152-200,United States,us,71-90,,0,0,17.8,14.8,39.1,20.9
University of Delaware,university-of-delaware,logo/0837d432d.png,152-200,United States,us,71-90,,12.2,0,21.8,12.7,33.3,17.2
University of Durham,durham-university,logo/110e53af0.png,152-200,United Kingdom,gb,16-23,,0,0,17.8,17.7,33.4,30.5
University of East Anglia,university-of-east-anglia,logo/651b3ae7e.png,152-200,United Kingdom,gb,16-23,,15.5,0,16.2,17.3,26.8,29.2
University of Hamburg,university-of-hamburg,logo/1f501fa40.png,152-200,Germany,de,12-14,,14.5,0,17.8,17.4,33.6,19.8
University of Illinois at Chicago,university-of-illinois-at-chicago,logo/a3459f50d.png,152-200,United States,us,71-90,,0,0,27.1,10.4,45.6,20.8
Kiel University,university-of-kiel,logo/0247385d2.png,152-200,Germany,de,12-14,,13.4,15.5,10.3,12.4,31.3,18.2
University of Leicester,university-of-leicester,logo/33601d56d.png,152-200,United Kingdom,gb,16-23,,0,0,19.2,16.5,32.7,29.7
University of Maryland - Baltimore,university-of-maryland-baltimore,logo/a3b6c7955.png,152-200,United States,us,71-90,,0,0,21.8,16.6,39.6,22.2
University of Nebraska - Lincoln,university-of-nebraska-lincoln,logo/49b53c7ad.png,152-200,United States,us,71-90,,20.4,0,16.2,14.8,34.4,18
University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,152-200,Australia,au,6,,0,0,19.2,12.1,47.8,22.2
University of Padua,university-of-padua,logo/290d176ce.png,152-200,Italy,it,4,,0,0,12.6,17.9,47.2,18.1
University of Paris Descartes (Paris 5),university-of-paris-descartes-paris-5,logo/235b7fe5f.png,152-200,France,fr,6-7,,14,12,10.3,13.6,38.7,14.4
University of Southampton,university-of-southampton,logo/ed12f6724.png,152-200,United Kingdom,gb,16-23,,0,0,19.2,15.8,42.5,25.4
University of St Andrews,university-of-st-andrews,logo/761c4f7b4.png,152-200,United Kingdom,gb,16-23,,12.2,0,7.3,22.3,29.4,32.2
University of Tennessee - Knoxville,university-of-tennessee-knoxville,logo/27a58d8fe.png,152-200,United States,us,71-90,,12.2,0,20.5,18.6,39.5,17.7
University of Tsukuba,university-of-tsukuba,logo/a1d685faa.png,152-200,Japan,jp,7-9,,0,20,12.6,9.8,38.3,19.9
University of Vienna,university-of-vienna,logo/442aa1711.png,152-200,Austria,at,1,,18.1,0,10.3,20.1,37.5,21
University of Warwick,university-of-warwick,logo/90bb99399.png,152-200,United Kingdom,gb,16-23,,0,0,21.8,14.9,37.7,26.8
Virginia Commonwealth University,virginia-commonwealth-university,logo/060382474.png,152-200,United States,us,71-90,,12.2,14.1,17.8,7.2,34.9,17.7
Virginia Polytechnic Institute and State University,virginia-polytechnic-institute-and-state-university,logo/e010632dd.png,152-200,United States,us,71-90,,13.4,0,21.8,15.8,40.8,18.6
Weizmann Institute of Science,weizmann-institute-of-science,logo/f5dfa93ce.png,152-200,Israel,il,4,,0,0,24.1,26.9,31,21.9
Autonomous University of Madrid,autonomous-university-of-madrid,logo/1ae8d6f97.png,201-302,Spain,es,2-4,,0,0,12.6,12.5,37.6,19.1
Brandeis University,brandeis-university,logo/c824fcc8e.png,201-302,United States,us,91-112,,21.9,0,7.3,19.7,19.5,24.1
