name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
Arizona State University,arizona-state-university,logo/4b703d82d.png,101-150,United States,us,39-51,,0,18.4,20.8,16.9,39.4,17.7
Beijing Institute of Technology,beijing-institute-of-technology,logo/85386135.png,101-150,China,cn,11-23,,0,0,34.2,12,53.3,21.2
Boston University,boston-university,logo/cbbf3b6e2.png,101-150,United States,us,39-51,,10.5,10.6,21.8,20.3,46.9,21.1
Carnegie Mellon University,carnegie-mellon-university,logo/e1f857b46.png,101-150,United States,us,39-51,,29.1,27.6,11.4,20.4,29,27.3
City University of Hong Kong,city-university-of-hong-kong,logo/ed73d6ca9.png,101-150,China-Hong Kong,hk,2-3,,0,0,35.4,16.7,45.4,29.2
Emory University,emory-university,logo/7489183e0.png,101-150,United States,us,39-51,,0,0,26.3,22.5,48.9,28.9
Harbin Institute of Technology,harbin-institute-of-technology,logo/88331082.png,101-150,China,cn,11-23,,0,0,27.1,12.8,65.8,22.7
Jilin University,jilin-university,logo/76557044.png,101-150,China,cn,11-23,,0,0,22.8,13.5,60.5,15.9
King Saud University,king-saud-university,logo/a8ed57dd5.png,101-150,Saudi Arabia,sa,1,,0,0,41.1,5.6,57.6,21.5
Leiden University,leiden-university,logo/970699879.png,101-150,Netherlands,nl,4-6,,14.8,0,30.9,20.1,47.6,26.5
Mayo Clinic College of Medicine and Science,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-150,United States,us,39-51,,0,0,37.8,17.7,44.8,26.3
Moscow State University,moscow-state-university,logo/98123a275.png,101-150,Russia,ru,1,,38.1,29.1,0,11.9,46,26.7
Icahn School of Medicine at Mount Sinai,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,101-150,United States,us,39-51,,0,0,36.6,27.3,39,17.8
Nagoya University,nagoya-university,logo/958492796.png,101-150,Japan,jp,3,,27.2,23.5,6.6,20.2,39.7,18.7
Norwegian University of Science and Technology - NTNU,norwegian-university-of-science-and-technology-ntnu,logo/5cbe779ad.png,101-150,Norway,no,2,,11.7,19.5,14.7,15.5,42.1,19.7
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,101-150,Netherlands,nl,4-6,,15.7,0,24.6,19.6,45.7,28.9
Rice University,rice-university,logo/3bd736da6.png,101-150,United States,us,39-51,,14.8,19.9,22.8,23.4,26.8,34.3
Rutgers - The State University of New Jersey - New Brunswick,rutgers-the-state-university-of-new-jersey-new-brunswick,logo/c01c983b9.png,101-150,United States,us,39-51,,7.4,16,20.8,18.6,41.4,15.5
Sapienza University of Rome,sapienza-university-of-rome,logo/7ecaa1198.png,101-150,Italy,it,1,,14.8,22.6,6.6,14.5,48.4,19.8
Shandong University,shandong-university,logo/97189370.png,101-150,China,cn,11-23,,0,0,20.8,12.5,67.2,17.4
Sichuan University,sichuan-university,logo/75651370.png,101-150,China,cn,11-23,,0,0,23.7,11.2,73,20.8
Soochow University,soochow-university-china,logo/44374737.png,101-150,China,cn,11-23,,0,0,34.2,9,53.5,18.3
South China University of Technology,south-china-university-of-technology,logo/69348939.png,101-150,China,cn,11-23,,0,0,28.7,9.8,56.1,20.6
Southern University of Science and Technology,southern-university-of-science-and-technology,logo/22950445.png,101-150,China,cn,11-23,,0,0,24.6,18.8,44.2,36
Southeast University,southeast-university,logo/82819451.png,101-150,China,cn,11-23,,0,0,25.5,9.3,63.1,20.1
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,101-150,China-Hong Kong,hk,2-3,,0,13,18.6,11.8,51.1,23.5
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,101-150,United States,us,39-51,,10.5,0,17.4,20.9,57.5,15.7
Pennsylvania State University - University Park,pennsylvania-state-university-university-park,logo/1069b7da2.png,101-150,United States,us,39-51,,9.1,0,21.8,33.1,46.2,14.2
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,101-150,United Kingdom,gb,9-12,,14.8,0,24.6,21.5,40.8,24.7
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,101-150,Australia,au,7,,19.6,13,25.5,13.5,43.7,32.1
Tianjin University,tianjin-university,logo/74813674.png,101-150,China,cn,11-23,,0,0,27.9,9.8,60.7,20.6
University of Electronic Science and Technology of China,university-of-electronic-science-and-technology-of-china,logo/55538407.png,101-150,China,cn,11-23,,0,0,32.9,11.3,50.6,21
Université Grenoble Alpes,universit-grenoble-alpes,logo/85f28315e.png,101-150,France,fr,5,,11.7,13,17.4,22.9,41.6,19.8
Université libre de Bruxelles (ULB),universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-150,Belgium,be,3,,18.1,24.4,14.7,18.9,30,34.4
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-150,Netherlands,nl,4-6,,0,0,32.2,20.3,48.8,23.6
University of Bern,university-of-bern,logo/0881a5f78.png,101-150,Switzerland,ch,6-7,,11.7,0,17.4,23.6,42.9,32.3
University of California - Davis,university-of-california-davis,logo/59eef6399.png,101-150,United States,us,39-51,,12.8,0,23.7,25.4,50.2,21.1
University of Florida,university-of-florida,logo/a1fc569d1.png,101-150,United States,us,39-51,,15.7,0,23.7,19.1,56.9,22.5
University of Freiburg,university-of-freiburg,logo/023a63f53.png,101-150,Germany,de,5,,20.9,14.6,16.1,23.5,35.6,21.6
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,101-150,Sweden,se,4,,0,14.1,25.5,16,41.9,22.9
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,101-150,Finland,fi,1,,15.7,16,17.4,19,48.8,25.2
University of Lausanne,university-of-lausanne,logo/5051a54b0.png,101-150,Switzerland,ch,6-7,,16.6,16,17.4,21.2,33.8,24.3
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,9-12,,14.8,9.2,17.4,18.7,42.6,25
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,101-150,United Kingdom,gb,9-12,,18.9,18.4,17.4,15,42.1,23
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,18.6,14.7,67.8,17.3
University of Utah,university-of-utah,logo/755c0861c.png,101-150,United States,us,39-51,,0,10.6,13.2,24,47,21.1
University of Vienna,university-of-vienna,logo/442aa1711.png,101-150,Austria,at,1,,16.6,16.8,19.7,22.9,36.1,29.2
University of Warwick,university-of-warwick,logo/90bb99399.png,101-150,United Kingdom,gb,9-12,,12.8,27.6,13.2,18.2,37.7,26.4
Wuhan University,wuhan-university,logo/46182017.png,101-150,China,cn,11-23,,0,0,27.1,17.3,65.3,19.5
Xi'an Jiaotong University,xian-jiaotong-university,logo/77584005.png,101-150,China,cn,11-23,,0,0,18.6,16.4,70.6,20.3
Aix Marseille University,aix-marseille-university,logo/db573f4a7.png,151-200,France,fr,6-8,,11.7,0,18.6,21.5,48.1,19
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,151-200,United States,us,52-61,,0,0,23.7,23.6,38.7,16.3
Beihang University,beihang-university,logo/22403670.png,151-200,China,cn,24-32,,0,0,20.8,14.3,51.2,17.6
Beijing Normal University,beijing-normal-university,logo/38816505.png,151-200,China,cn,24-32,,14.8,0,13.2,12.7,51.2,18.3
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,13-20,,0,15,19.7,17.8,35.9,22.3
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,151-200,United States,us,52-61,,30.1,9.2,17.4,14.2,34.6,25.5
Delft University of Technology,delft-university-of-technology,logo/a0e573fe4.png,151-200,Netherlands,nl,7-9,,10.5,0,18.6,26.8,39.2,22.4
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,151-200,United States,us,52-61,,11.7,0,23.7,18,38.4,28.2
Goethe University Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,151-200,Germany,de,6-9,,31.8,0,16.1,18.9,35.9,21.2
Hunan University,hunan-university,logo/79015808.png,151-200,China,cn,24-32,,0,0,37.2,10.4,45.9,20.8
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,151-200,United States,us,52-61,,15.7,18.4,16.1,13.2,35.1,19
King Abdulaziz University,king-abdulaziz-university,logo-jpg/ca4482ae600.jpg,151-200,Saudi Arabia,sa,2,,0,0,37.2,4.5,49.8,17.3
London School of Economics and Political Science,london-school-of-economics-and-political-science,logo/21a6b0778.png,151-200,United Kingdom,gb,13-20,,22.2,15,11.4,,29.5,29.7
London School of Hygiene & Tropical Medicine,london-school-of-hygiene-tropical-medicine,logo/44c92e762.png,151-200,United Kingdom,gb,13-20,,5.2,0,27.9,14.1,33.4,34.6
Lund University,lund-university,logo/165fbbe8f.png,151-200,Sweden,se,5,,18.1,0,16.1,17.4,46.4,22.3
Michigan State University,michigan-state-university,logo/3be5907be.png,151-200,United States,us,52-61,,7.4,0,21.8,17.8,47,18.3
Nankai University,nankai-university,logo/44629152.png,151-200,China,cn,24-32,,0,0,28.7,15.7,45.2,19.4
Northwestern Polytechnical University,northwestern-polytechnical-university,logo/20384817.png,151-200,China,cn,24-32,,0,0,26.3,10.6,51.7,18.3
Osaka University,osaka-university,logo/433a187e9.png,151-200,Japan,jp,4-5,,17.4,0,13.2,18,45.9,15.3
Shenzhen University,shenzhen-university,logo/88823168.png,151-200,China,cn,24-32,,0,0,19.7,12.1,52.2,18.6
Sungkyunkwan University,sungkyunkwan-university,logo/13a2c1830.png,151-200,South Korea,kr,2,,0,0,20.8,14.3,46,22.4
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,151-200,Denmark,dk,3,,13.8,9.2,20.8,18.7,36.6,20.7
Texas A&M University,texas-a-m-university,logo/df03442c2.png,151-200,United States,us,52-61,,0,0,17.4,19.3,47.4,17.9
The Hong Kong Polytechnic University,the-hong-kong-polytechnic-university,logo/bb2e43056.png,151-200,China-Hong Kong,hk,4,,0,0,23.7,8.4,50.8,21.6
The University of Adelaide,the-university-of-adelaide,logo/13e383993.png,151-200,Australia,au,8,,12.8,0,29.4,12.2,39.3,31.3
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,151-200,United Kingdom,gb,13-20,,16.6,11.3,16.1,17.3,39.5,22.7
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,151-200,Japan,jp,4-5,,11.7,27.6,6.6,11.7,31.2,22.9
Tongji University,tongji-university,logo/39174907.png,151-200,China,cn,24-32,,0,0,14.7,11.3,64.7,20.6
Tufts University,tufts-university,logo/a74ac6721.png,151-200,United States,us,52-61,,17.4,14.6,17.4,12.3,29.1,24.5
University of Arizona,university-of-arizona,logo/b51ca4f00.png,151-200,United States,us,52-61,,13.8,0,16.1,25.7,44.2,21.2
University of Birmingham,university-of-birmingham,logo/aac49270e.png,151-200,United Kingdom,gb,13-20,,16.6,6.5,14.7,18.2,44.1,22.1
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,151-200,United States,us,52-61,,0,0,32.2,24.7,24.6,33.1
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,6-9,,0,9.2,17.4,22.3,37.1,20.5
University of Exeter,university-of-exeter,logo/e757ee576.png,151-200,United Kingdom,gb,13-20,,0,0,27.1,24.1,37.3,25.4
University of Goettingen,university-of-goettingen,logo/f34acde58.png,151-200,Germany,de,6-9,,29.6,0,13.2,24.3,32.5,20.5
University of Leeds,university-of-leeds,logo/6dd8db10a.png,151-200,United Kingdom,gb,13-20,,15.7,0,17.4,19.3,42.5,21
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,151-200,United States,us,52-61,,12.8,0,22.8,18.6,32.2,22.4
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,2-4,,15.7,0,16.1,12.6,47,21.9
University of Montpellier,university-of-montpellier,logo/494a1c1f0.png,151-200,France,fr,6-8,,9.1,0,11.4,20.9,43.7,22.4
University of Montreal,university-of-montreal,logo/b0c53560f.png,151-200,Canada,ca,6-7,,10.5,0,14.7,17.7,47.8,23.1
University of Padua,university-of-padua,logo/290d176ce.png,151-200,Italy,it,2-4,,0,0,18.6,15.8,49.3,22.3
University of Pisa,university-of-pisa,logo/a979256d7.png,151-200,Italy,it,2-4,,19.6,20.6,6.6,7,36.7,23
University of Southampton,university-of-southampton,logo/ed12f6724.png,151-200,United Kingdom,gb,13-20,,0,0,21.8,19,40.3,24.3
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,151-200,France,fr,6-8,,26.2,30.2,0,17.9,32,21.8
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,6-9,,20.9,0,17.4,23.3,37.9,21.6
University of Waterloo,university-of-waterloo,logo/afeac310e.png,151-200,Canada,ca,6-7,,0,13.8,24.6,10.5,39.7,22.4
Vrije Universiteit Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,151-200,Netherlands,nl,7-9,,0,0,25.5,17.9,43.9,24.8
Wageningen University & Research,wageningen-university-research,logo/e48392d63.png,151-200,Netherlands,nl,7-9,,0,0,30.2,14.8,37.7,28.5
Xiamen University,xiamen-university,logo/14008229.png,151-200,China,cn,24-32,,0,0,20.8,15.4,51.5,17.9
Zhengzhou University,zhengzhou-university,logo/68963418.png,151-200,China,cn,24-32,,0,0,14.7,7.5,63.5,17.5
Beijing University of Chemical Technology,beijing-university-of-chemical-technology,logo/46052210.png,201-300,China,cn,33-50,,0,0,20.8,7.8,34.8,18.3
Capital Medical University,capital-medical-university,logo/63885672.png,201-300,China,cn,33-50,,0,0,0,8.2,53.6,30.7
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,201-300,Belgium,be,4-5,,9.1,11.9,18.6,11,27,24.8
China Agricultural University,china-agricultural-university,logo/48410070.png,201-300,China,cn,33-50,,0,0,26.3,9.5,44.9,20
China Medical University (Taichung),china-medical-university-taichung,logo/e4e511a59.png,201-300,China-Taiwan,tw,1-2,,0,0,20.8,2.5,39,32.5
China University of Geosciences,china-university-of-geosciences-wuhan,logo/25952542.png,201-300,China,cn,33-50,,0,0,18.6,9.1,41.1,16.8
