name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
Uppsala University,uppsala-university,logo/8e0a7d1d4.png,60,Sweden,se,2,29.9,25.9,32.9,11.1,28.7,49.1,21.6
University of Paris Sud (Paris 11),university-of-paris-sud-paris-11,logo/250639a27.png,61,France,fr,2,29.4,33.2,34.2,13.6,19.6,44.9,27.9
Osaka University,osaka-university,logo/433a187e9.png,62,Japan,jp,3,29.3,12.5,0,23.6,31.1,66.8,29.2
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,63,United States,us,41,29.2,17.7,0,40.8,21.5,61.2,19.5
University of Bristol,university-of-bristol,logo/73d83b1e4.png,64,United Kingdom,gb,7,28.8,10.9,18.2,30.4,24.5,47.5,27.4
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,65,United Kingdom,gb,8,28.6,23.5,14.4,23.6,29.2,46.6,27.1
University of Rochester,university-of-rochester,logo/9fac3887f.png,65,United States,us,42,28.6,33.2,9.1,27.2,25.3,43,36.1
McGill University,mcgill-university,logo/88d833c3e.png,67,Canada,ca,3,28.4,28.8,0,28.3,23.6,56.8,30
Moscow State University,moscow-state-university,logo/98123a275.png,67,Russia,ru,1,28.4,51.4,34.9,0,7.5,54,31.6
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,69,United States,us,43,28.3,40.7,11.8,20.8,23,44.8,33.7
University of Oslo,university-of-oslo,logo/2d1aa99b3.png,69,Norway,no,1,28.3,25.9,34.1,17.6,18.2,41.5,26.4
University of Heidelberg,heidelberg-university,logo/c1b74c074.png,71,Germany,de,3,28,10.9,27.7,20.8,20.9,48.1,26.9
Leiden University,leiden-university,logo/970699879.png,72,Netherlands,nl,2,27.9,25.1,15.8,27.2,19.3,46.7,28.1
Tohoku University,tohoku-university,logo/cd197349d.png,73,Japan,jp,4,27.8,18.8,0,19.2,26.9,65.3,29
University of Arizona,university-of-arizona,logo/b51ca4f00.png,73,United States,us,44,27.8,0,0,29.4,36.8,55.8,25.7
Purdue University - West Lafayette,purdue-university-west-lafayette,logo/2ef5fbfcc.png,75,United States,us,45,27.7,18.8,17.1,27.2,21.4,49.8,19.4
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,76,Finland,fi,1,27.4,18.8,18.2,15.7,21.4,54.5,27.5
Michigan State University,michigan-state-university,logo/3be5907be.png,77,United States,us,46,26.9,12.5,0,37.7,26.6,51,18.7
Rice University,rice-university,logo/3bd736da6.png,78,United States,us,47,26.2,21.7,22.3,23.6,24.4,30.8,31
The Hebrew University of Jerusalem,the-hebrew-university-of-jerusalem,logo/ee11c32f8.png,78,Israel,il,1,26.2,33.2,0,23.6,27.1,46.6,26.9
Boston University,boston-university,logo/cbbf3b6e2.png,80,United States,us,48,26.1,15.4,0,31.4,28.1,50.8,17.5
King's College London,kings-college-london,logo/7c3673100.png,80,United Kingdom,gb,9,26.1,16.6,23.5,20.8,17.4,44.6,24.8
University of Melbourne,the-university-of-melbourne,logo/741caa454.png,82,Australia,au,2,26,15.4,14.4,22.2,18.7,53.5,19.9
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,83,United Kingdom,gb,10,25.9,15.4,20.4,20.8,19,45.6,24.8
University of Goettingen,university-of-goettingen,logo/f34acde58.png,84,Germany,de,4,25.8,38.7,20.4,15.7,17.5,40.2,24.5
University of Vienna,university-of-vienna,logo/442aa1711.png,85,Austria,at,1,25.6,25.1,15.8,7.9,22.7,52.2,26.4
Brown University,brown-university,logo/3d8b527ff.png,86,United States,us,49,25.4,0,13.9,29.4,25.5,40.7,27.9
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,87,United States,us,50,25.2,14,18.2,24.8,21.2,42,18.2
University of Basel,university-of-basel,logo/4b95c2a51.png,87,Switzerland,ch,3,25.2,25.9,17.5,19.2,21.4,34.5,33.8
Texas A&M University - College Station,texas-a-m-university,logo/df03442c2.png,89,United States,us,51,25.1,0,0,32.4,24.4,55,20.4
McMaster University,mcmaster-university,logo/0f693978a.png,90,Canada,ca,4,24.9,16.6,19.3,22.2,15.9,43.5,23.9
University of Freiburg,university-of-freiburg,logo/023a63f53.png,90,Germany,de,5,24.9,25.1,21.4,17.6,18.2,39.5,23.2
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,92,France,fr,3,24.7,29.4,22.9,19.2,19.5,32.7,22.4
Ecole Normale Superieure - Paris,ecole-normale-superieure-paris,logo/8c5918f6b.png,93,France,fr,4,24.6,47.8,25,13.6,18.1,27.2,23.3
Stockholm University,stockholm-university,logo/bd0e71ccb.png,93,Sweden,se,3,24.6,29.4,30.2,15.7,14.3,35.3,18.9
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,93,Japan,jp,5,24.6,16.6,0,22.2,22.5,50.6,31.5
University of Utah,university-of-utah,logo/755c0861c.png,93,United States,us,52,24.6,0,0,30.4,31.4,45.5,24.8
University of Roma - La Sapienza,sapienza-university-of-rome,logo/7ecaa1198.png,97,Italy,it,1,24.5,16.6,15.8,11.1,21.8,54.6,15.1
University of Birmingham,university-of-birmingham,logo/aac49270e.png,98,United Kingdom,gb,11,24.4,25.1,11.2,22.2,13.4,47,24.5
Lund University,lund-university,logo/165fbbe8f.png,99,Sweden,se,4,24.3,29.4,0,24.8,19.4,50.1,18.1
Tufts University,tufts-university,logo/a74ac6721.png,100,United States,us,53,23.9,18.8,17.1,20.8,19.1,37.4,25.2
Aarhus University,aarhus-university,logo/0ec23abb4.png,101-152,Denmark,dk,2,,15.4,19.3,7.9,22.3,41.6,22.4
Arizona State University - Tempe,arizona-state-university,logo/4b703d82d.png,101-152,United States,us,54-71,,0,14.4,20.8,26.3,41.9,17.5
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,101-152,United States,us,54-71,,0,0,17.6,34.5,44,24.9
Catholic University of Leuven,ku-leuven,logo/666263d88.png,101-152,Belgium,be,1-4,,0,0,19.2,16,48.7,23.1
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,101-152,Belgium,be,1-4,,14,13.9,13.6,8.3,44.7,26.9
College of France,college-of-france,logo/55cc6a535.png,101-152,France,fr,5,,15.4,37.4,11.1,11.7,16.9,19.3
Dartmouth College,dartmouth-college,logo/cd738deeb.png,101-152,United States,us,54-71,,24.3,0,20.8,22,33,29.1
Emory University,emory-university,logo/7489183e0.png,101-152,United States,us,54-71,,0,0,28.3,19,48.4,21.6
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,101-152,United States,us,54-71,,16.6,0,23.6,19,43.9,25.8
Ghent University,ghent-university,logo/a05682830.png,101-152,Belgium,be,1-4,,8.9,15.8,15.7,9.1,48.8,27.2
Hokkaido University,hokkaido-university,logo/0ed9be4d1.png,101-152,Japan,jp,6-9,,0,0,15.7,14.1,53.8,21.5
Kyushu University,kyushu-university,logo/d57292828.png,101-152,Japan,jp,6-9,,0,0,13.6,21.3,52.8,21.6
Mayo Medical School,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-152,United States,us,54-71,,0,0,27.2,6.2,50.2,24.4
Nagoya University,nagoya-university,logo/958492796.png,101-152,Japan,jp,6-9,,0,14.4,15.7,20.5,52.3,25.1
National University of Singapore,national-university-of-singapore,logo/31943e0cb.png,101-152,Singapore,sg,1,,0,0,15.7,13.8,56.7,25.7
North Carolina State University - Raleigh,north-carolina-state-university-raleigh,logo/1df34c570.png,101-152,United States,us,54-71,,0,0,29.4,17.8,44.3,19
Oregon State University,oregon-state-university,logo/5f1862f7c.png,101-152,United States,us,54-71,,15.4,0,24.8,25.7,36.6,27.1
Seoul National University,seoul-national-university,logo/4d302fc4e.png,101-152,South Korea,kr,1,,0,0,7.9,14.6,61.2,26.9
State University of New York at Stony Brook,stony-brook-university,logo/38db338eb.png,101-152,United States,us,54-71,,0,0,17.6,31.4,40.7,20.5
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,101-152,Israel,il,2-4,,18.8,23.5,13.6,14.1,42.1,22.8
Tel Aviv University,tel-aviv-university,logo/3384913de.png,101-152,Israel,il,2-4,,0,0,24.8,20.1,54.7,26.9
The University of Georgia,the-university-of-georgia,logo/4cb4fc994.png,101-152,United States,us,54-71,,0,0,28.3,21.1,46.4,18.4
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,101-152,United Kingdom,gb,12-15,,10.9,0,19.2,17.1,44.4,22.1
The University of Queensland,the-university-of-queensland,logo/9d6b97a7c.png,101-152,Australia,au,3-4,,16.6,0,7.9,19.9,50.1,18.9
University Libre Bruxelles,universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-152,Belgium,be,1-4,,28.1,19.3,0,12.8,37.8,29.1
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-152,Canada,ca,5,,15.4,0,17.6,17.4,55.1,26.1
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-152,Netherlands,nl,3-4,,8.9,0,19.2,22.2,50.1,23.1
University of Bonn,university-of-bonn,logo/68c81f6c8.png,101-152,Germany,de,6-11,,19.8,20.4,15.7,11.3,41.3,22
University of California - Riverside,university-of-california-riverside,logo/5f4516909.png,101-152,United States,us,54-71,,0,0,28.3,25.9,36.5,27
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,101-152,United States,us,54-71,,0,0,28.3,28.5,31.1,29.2
University of Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,101-152,Germany,de,6-11,,36.6,9.1,17.6,16.5,37.9,22.4
University of Geneva,university-of-geneva,logo/7cd1dc0d1.png,101-152,Switzerland,ch,4,,29.4,0,19.2,23.8,33.7,23.1
University of Groningen,university-of-groningen,logo/cb5787d1f.png,101-152,Netherlands,nl,3-4,,0,20.4,13.6,18.5,43.2,19.8
University of Hamburg,university-of-hamburg,logo/1f501fa40.png,101-152,Germany,de,6-11,,16.6,0,17.6,20.7,40.9,21.4
University of Hawaii at Manoa,university-of-hawaii-at-manoa,logo/71999f015.png,101-152,United States,us,54-71,,0,0,27.2,30.1,36.8,22.2
University of Illinois at Chicago,university-of-illinois-at-chicago,logo/a3459f50d.png,101-152,United States,us,54-71,,0,0,28.3,18.5,46.9,21.5
University of Iowa,university-of-iowa,logo/64ddaf953.png,101-152,United States,us,54-71,,0,0,31.4,22.7,50.8,20.9
University of Leeds,university-of-leeds,logo/6dd8db10a.png,101-152,United Kingdom,gb,12-15,,22.6,0,11.1,22.9,45,23
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-152,United Kingdom,gb,12-15,,23.5,15.8,13.6,18.1,42.4,22.6
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,101-152,United States,us,54-71,,17.7,0,33.3,24.3,38,23
University of Miami,university-of-miami,logo/bbb3b957a.png,101-152,United States,us,54-71,,0,0,26.1,16.4,41.7,23.4
University of Milan,university-of-milan,logo/22f0a5d5b.png,101-152,Italy,it,2-3,,22.6,0,15.7,14.2,49.7,19.1
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,101-152,Germany,de,6-11,,25.1,15.8,11.1,14.8,38.3,20.7
University of Pisa,university-of-pisa,logo/a979256d7.png,101-152,Italy,it,2-3,,18.8,24.1,11.1,8.7,40.6,18.4
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-152,Brazil,br,1,,0,0,11.1,11,63.5,27.8
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,101-152,United Kingdom,gb,12-15,,0,23.2,19.2,15.9,28.8,19
University of Sydney,university-of-sydney,logo/6f7db18c8.png,101-152,Australia,au,3-4,,19.8,0,19.2,17.8,54.5,19.7
University of Tsukuba,university-of-tsukuba,logo/a1d685faa.png,101-152,Japan,jp,6-9,,0,20.4,13.6,12.7,42.9,21.3
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,101-152,Germany,de,6-11,,29.4,0,15.7,22.4,43.7,23.6
University of Virginia,university-of-virginia,logo/3d702cdba.png,101-152,United States,us,54-71,,0,0,29.4,23.6,47.9,24
University of Wuerzburg,university-of-wuerzburg,logo/90768ed0f.png,101-152,Germany,de,6-11,,25.1,9.1,22.2,16.9,37.9,21.7
Weizmann Institute of Science,weizmann-institute-of-science,logo/f5dfa93ce.png,101-152,Israel,il,2-4,,0,0,26.1,35.1,33.6,23.4
Autonomous University of Madrid,autonomous-university-of-madrid,logo/1ae8d6f97.png,153-202,Spain,es,1-2,,19.8,0,13.6,11.4,36.3,18.2
Brandeis University,brandeis-university,logo/c824fcc8e.png,153-202,United States,us,72-90,,25.1,0,7.9,26.1,20.3,27.4
Cardiff University,cardiff-university,logo/0d9ee072c.png,153-202,United Kingdom,gb,16-19,,0,0,13.6,17,42.5,20.3
Colorado State University,colorado-state-university,logo/5890dd554.png,153-202,United States,us,72-90,,0,0,27.2,14.8,37.6,21.7
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,153-202,Netherlands,nl,5-7,,0,15.8,15.7,11,29.8,17
Florida State University,florida-state-university,logo/731b432f8.png,153-202,United States,us,72-90,,0,0,22.2,17.1,37.9,18.4
Iowa State University,iowa-state-university,logo/7c94539cd.png,153-202,United States,us,72-90,,0,0,24.8,11.5,45,18.4
Joseph Fourier University (Grenoble 1),joseph-fourier-university-grenoble-1,logo/3fda45955.png,153-202,France,fr,6-8,,0,15.8,11.1,14.4,32.5,17.2
Mount Sinai School of Medicine,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,153-202,United States,us,72-90,,0,0,19.2,18.3,34,18.3
National Autonomous University of Mexico,national-autonomous-university-of-mexico,logo/22d59f1cc.png,153-202,Mexico,mx,1,,16.6,0,7.9,15.1,49,22.6
National Taiwan University,national-taiwan-university,logo/075ca4af3.png,153-202,China-Taiwan,tw,1,,15.4,0,7.9,7.3,53.2,15.8
Oregon Health and Science University,oregon-health-and-science-university,logo/e0d414de9.png,153-202,United States,us,72-90,,0,0,17.6,23.9,35.2,19.6
Queen's University,queens-university,logo/cf8e155e5.png,153-202,Canada,ca,6-8,,0,0,19.2,17,35.2,18.5
Rensselaer Polytechnic Institute,rensselaer-polytechnic-institute,logo/a2faf8830.png,153-202,United States,us,72-90,,16.6,0,19.2,12.2,26.8,24.7
Swiss Federal Institute of Technology of Lausanne,swiss-federal-institute-of-technology-lausanne,logo/1946ead7f.png,153-202,Switzerland,ch,5-6,,0,0,17.6,18.1,38.7,38.7
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,153-202,Denmark,dk,3,,8.9,12.9,17.6,11.8,30.6,16.9
The University of Alabama at Birmingham,university-of-alabama-at-birmingham,logo/bd261e772.png,153-202,United States,us,72-90,,0,0,17.6,14.2,43.5,23.2
The University of Calgary,the-university-of-calgary,logo/2728e064d.png,153-202,Canada,ca,6-8,,0,0,11.1,16,44.2,20.5
The University of Connecticut - Storrs,university-of-connecticut,logo/4e4033592.png,153-202,United States,us,72-90,,15.4,0,17.6,12,37.8,19.6
The University of Texas Health Science Center at Houston,the-university-of-texas-health-science-center-at-houston,logo-jpg/cceffd11c00.jpg,153-202,United States,us,72-90,,0,15.8,17.6,16.8,29.7,17.6
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,153-202,United States,us,72-90,,0,0,23.6,12.4,39.5,20.2
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,153-202,Australia,au,5-6,,0,0,20.8,13.8,40.1,21
Tsinghua University,tsinghua-university,logo/27532357.png,153-202,China,cn,1,,14,0,0,9.9,55.7,19.1
University of Barcelona,university-of-barcelona,logo/bb05b95cc.png,153-202,Spain,es,1-2,,0,0,11.1,14.1,46.3,21.1
University of Bern,university-of-bern,logo/0881a5f78.png,153-202,Switzerland,ch,5-6,,16.6,0,11.1,23.5,35.5,26.8
University of Cincinnati,university-of-cincinnati,logo/c5bf6b999.png,153-202,United States,us,72-90,,0,0,24.8,12.1,44.8,20.6
University of Cologne,university-of-cologne,logo/0e5b47b25.png,153-202,Germany,de,12-16,,0,12.9,7.9,19.1,36.6,18.7
University of Delaware,university-of-delaware,logo/0837d432d.png,153-202,United States,us,72-90,,14,0,20.8,15.9,36.2,17.9
University of East Anglia,university-of-east-anglia,logo/651b3ae7e.png,153-202,United Kingdom,gb,16-19,,17.7,0,17.6,20.2,25.1,16.5
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,153-202,Sweden,se,5,,0,15.8,0,18.6,40.4,13.9
Kiel University,university-of-kiel,logo/0247385d2.png,153-202,Germany,de,12-16,,15.4,15.8,11.1,14.6,33.5,18.2
University of Leicester,university-of-leicester,logo/33601d56d.png,153-202,United Kingdom,gb,16-19,,0,0,19.2,19.9,35.4,19.1
University of Leipzig,university-of-leipzig,logo/95371c744.png,153-202,Germany,de,12-16,,17.7,15.8,0,10,37.3,18.5
University of Mainz,university-of-mainz,logo/44fd66a86.png,153-202,Germany,de,12-16,,0,8.3,15.7,13.5,37.9,18.7
University of Marburg,university-of-marburg,logo/56c888eab.png,153-202,Germany,de,12-16,,17.7,0,15.7,12.6,34.7,17.9
University of Maryland - Baltimore,university-of-maryland-baltimore,logo/a3b6c7955.png,153-202,United States,us,72-90,,0,0,19.2,18.6,38.4,19.9
University of Montreal,university-of-montreal,logo/b0c53560f.png,153-202,Canada,ca,6-8,,15.4,0,7.9,12.1,50.4,22.7
University of Nebraska - Lincoln,university-of-nebraska-lincoln,logo/49b53c7ad.png,153-202,United States,us,72-90,,17.7,0,15.7,17.2,36.8,18.2
University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,153-202,Australia,au,5-6,,0,0,19.2,14.3,47,17.6
University of Notre Dame,university-of-notre-dame,logo/11b8029f6.png,153-202,United States,us,72-90,,16.6,0,11.1,18.9,34.1,20
University of Padua,university-of-padua,logo/290d176ce.png,153-202,Italy,it,4-5,,0,0,13.6,13.7,46.3,16.9
University of Paris Descartes (Paris 5),university-of-paris-descartes-paris-5,logo/235b7fe5f.png,153-202,France,fr,6-8,,16,12.2,11.1,12.4,27.8,15.5
University of Paris Diderot (Paris 7),university-paris-diderot-paris-7,logo/e2dbeabe6.png,153-202,France,fr,6-8,,18.2,14.1,11.1,15.6,34.5,18.6
University of Southampton,university-of-southampton,logo/ed12f6724.png,153-202,United Kingdom,gb,16-19,,0,0,20.8,11.9,43.4,21
University of Tennessee - Knoxville,university-of-tennessee-knoxville,logo/27a58d8fe.png,153-202,United States,us,72-90,,14,0,20.8,18,39.3,17.1
University of Turin,university-of-turin,logo/1d6abed85.png,153-202,Italy,it,4-5,,21.7,0,11.1,10.8,38.2,16.8
University of Wageningen,wageningen-university-research,logo/e48392d63.png,153-202,Netherlands,nl,5-7,,0,0,23.6,17,35.2,23.8
Virginia Commonwealth University,virginia-commonwealth-university,logo/060382474.png,153-202,United States,us,72-90,,14,14.4,20.8,7.7,33.4,17.4
Virginia Polytechnic Institute and State University,virginia-polytechnic-institute-and-state-university,logo/e010632dd.png,153-202,United States,us,72-90,,15.4,0,17.6,12.4,40.3,17
VU University Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,153-202,Netherlands,nl,5-7,,0,0,17.6,15.8,42.7,21.6
Chalmers University of Technology,chalmers-university-of-technology,logo/9ded22865.png,203-300,Sweden,se,6-9,,0,0,17.6,9.8,31,18.1
