name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
University of California - San Diego,university-of-california-san-diego,logo/3ef15c5ab.png,18,United States,us,14-15,45.9,18,32.4,54.5,51.7,60.8,32.7
University of Washington,university-of-washington,logo/e37a45f2d.png,18,United States,us,14-15,45.9,22.6,33.2,43.7,52.3,71.4,25.9
University of California - San Francisco,university-of-california-san-francisco,logo/5d107d88e.png,20,United States,us,16,45.4,0,41.9,49.6,55.6,60.1,31.1
ETH Zurich,eth-zurich,logo/690aaf016.png,21,Switzerland,ch,1,44.5,26.5,42.2,30.5,53.3,54.6,48.8
Tsinghua University,tsinghua-university,logo/27532357.png,22,China,cn,1,43.3,9,0,57.5,47.1,86.2,34
Washington University in St. Louis,washington-university-in-st-louis,logo/e4356564f.png,23,United States,us,17,40.1,20.8,27.4,47.8,39.1,53.2,36.7
Peking University,peking-university,logo/86350223.png,24,China,cn,2,39.9,10.4,0,41.2,44,89.2,32.2
Imperial College London,imperial-college-london,logo/20b72ddaf.png,25,United Kingdom,gb,4,39.7,12.7,31.3,37.4,36.2,63.7,39.2
University of Toronto,university-of-toronto,logo/760dedb4f.png,26,Canada,ca,1,39.6,16.4,13,39.1,36.6,82,30.3
Zhejiang University,zhejiang-university,logo/88311656.png,27,China,cn,3,39,0,0,41.2,37,99.5,27
The University of Tokyo,the-university-of-tokyo,logo/68d505f23.png,28,Japan,jp,1,38.6,36.3,23.5,21.6,45.3,68.6,24
Rockefeller University,rockefeller-university,logo/22e351bb0.png,29,United States,us,18,38.2,15.6,57.6,26.8,41.7,16,74.4
University of Michigan-Ann Arbor,university-of-michigan-ann-arbor,logo/5edf88399.png,30,United States,us,19,38,37.1,9.8,33.2,39.1,74,23.3
New York University,new-york-university,logo/d254e1d21.png,31,United States,us,20,37.7,26.5,35.1,29.8,40.1,56.5,19.9
University of Copenhagen,university-of-copenhagen,logo/ba52788d7.png,32,Denmark,dk,1,37,18.7,20.6,30.5,36.3,66.4,36.1
Northwestern University,northwestern-university,logo/7e0da1019.png,33,United States,us,21,36.9,12.7,25.8,38.5,38.3,57.6,28.9
PSL University,psl-university,logo-jpg/d47a74ad800.jpg,33,France,fr,2,36.9,50.3,45.1,9.2,23.7,52.6,50
University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,logo/6f189065b.png,35,United States,us,22,36.2,7.3,21.9,41.7,34.1,59.8,32.2
University of Wisconsin - Madison,university-of-wisconsin-madison,logo/da433331f.png,36,United States,us,23,36,28,31.3,27.6,31.7,59.9,24
The University of Melbourne,the-university-of-melbourne,logo/741caa454.png,37,Australia,au,1,35.4,14.7,11.3,42.2,24.6,72,32.2
Shanghai Jiao Tong University,shanghai-jiao-tong-university,logo/27403919.png,38,China,cn,4,34.8,0,0,32.5,28.3,95.7,27.4
Duke University,duke-university,logo/793d0ba4d.png,39,United States,us,24,34.6,19.4,17.8,33.2,37.7,60.1,22.1
The University of Edinburgh,the-university-of-edinburgh,logo/ce563e70b.png,40,United Kingdom,gb,5,34.4,25.4,22.6,35.7,28.9,55.2,27.3
Sorbonne University,sorbonne-university,logo/f900e4997.png,41,France,fr,3,34.2,38.6,23.4,20.6,29.2,61.4,27.4
University of Science and Technology of China,university-of-science-and-technology-of-china,logo/50132214.png,42,China,cn,5,34.1,0,0,41.2,34.2,76.1,31.3
Karolinska Institute,karolinska-institute,logo/826acd5a2.png,43,Sweden,se,1,33.8,22.6,23.8,22.5,25.1,56,53.2
University of Munich,university-of-munich,logo/6d76dd8bd.png,43,Germany,de,1,33.8,24.9,19.2,25.2,32,55.2,42.7
Kyoto University,kyoto-university,logo/ac21f9c26.png,45,Japan,jp,2,33.6,33.6,38.8,17.2,25.7,55.2,21.7
The University of Texas at Austin,the-university-of-texas-at-austin,logo/203d8cd87.png,45,United States,us,25,33.6,23.2,21.6,32.5,29,55.6,28.6
Technical University of Munich,technical-university-of-munich,logo/3d748c924.png,47,Germany,de,2,33.3,34,17.2,22.5,26.9,55.3,47.9
University of British Columbia,university-of-british-columbia,logo/38ff70adf.png,47,Canada,ca,2,33.3,13.7,17.2,31.9,29.6,65.5,24.1
University of Minnesota - Twin Cities,university-of-minnesota-twin-cities,logo/7f9e67da9.png,47,United States,us,26,33.3,26,15,36.2,26.9,60.5,22.7
Fudan University,fudan-university,logo/28312850.png,50,China,cn,6,33.1,0,0,36.8,31.1,80.5,27.4
Heidelberg University,heidelberg-university,logo/c1b74c074.png,50,Germany,de,3,33.1,18,21.1,20.6,32.5,53.6,50.3
The University of Manchester,the-university-of-manchester,logo/ef5cc8934.png,52,United Kingdom,gb,6,32.9,14.7,29.1,22.5,30.5,57.3,28.6
King's College London,kings-college-london,logo/7c3673100.png,53,United Kingdom,gb,7,32.7,23.2,16.8,41.2,18.5,57.5,29.4
The University of Texas Southwestern Medical Center at Dallas,the-university-of-texas-southwestern-medical-center-at-dallas,logo/8ab040a7d.png,54,United States,us,27,32.5,17.2,31.4,31.2,34.4,39.9,27.4
Swiss Federal Institute of Technology Lausanne,swiss-federal-institute-of-technology-lausanne,logo/1946ead7f.png,55,Switzerland,ch,2,32.2,0,29.1,25.2,38.2,39.8,50.7
University of Illinois at Urbana-Champaign,university-of-illinois-at-urbana-champaign,logo/49df86f43.png,55,United States,us,28,32.2,25.4,33,17.2,29.9,51.9,26.1
Utrecht University,utrecht-university,logo/5063041ca.png,55,Netherlands,nl,1,32.2,20.8,17.2,35.1,24.2,57.3,27.6
University of Geneva,university-of-geneva,logo/7cd1dc0d1.png,58,Switzerland,ch,3,32,37.4,37.3,13,25.7,43.2,37.9
University of Maryland - College Park,university-of-maryland-college-park,logo/0eeb3a1e0.png,58,United States,us,29,32,17.2,18.4,29.8,35.6,48.5,31.5
Université Paris Cité,university-of-paris,logo-jpg/a37a44c0a00.jpg,60,France,fr,4,30.9,13.9,10.1,34.4,27.9,59.5,25
University of Bonn,university-of-bonn,logo/68c81f6c8.png,61,Germany,de,4,30.7,30.3,33,18.4,20.7,41.8,42.6
University of Southern California,university-of-southern-california,logo/f94b07167.png,62,United States,us,30,30.6,0,29.1,31.2,23.6,53.3,25
The University of Queensland,the-university-of-queensland,logo/9d6b97a7c.png,63,Australia,au,2,30.5,11.6,0,39.1,24.1,63.6,34.1
University of California - Santa Barbara,university-of-california-santa-barbara,logo-jpg/63f81166100.jpg,64,United States,us,31,30.4,13.7,36,18.4,35.2,34.5,35.8
University of Colorado at Boulder,university-of-colorado-at-boulder,logo/41aff2fed.png,65,United States,us,32,30.3,11.6,31.4,19.5,32.2,43.8,31.9
Vanderbilt University,vanderbilt-university,logo/bb01ff238.png,66,United States,us,33,30.2,13.7,26.1,26,21,51.3,33.5
University of Zurich,university-of-zurich,logo/897c2afe4.png,67,Switzerland,ch,4,30,0,20.6,23.5,30.7,54.5,35.8
National University of Singapore,national-university-of-singapore,logo/31943e0cb.png,68,Singapore,sg,1,29.7,0,0,40.7,24.9,63.1,33.5
The University of Hong Kong,the-university-of-hong-kong,logo/cbf530ad3.png,69,China-Hong Kong,hk,1,29.5,0,0,48.7,24.2,56.5,29.9
University of Groningen,university-of-groningen,logo/cb5787d1f.png,69,Netherlands,nl,2,29.5,12.7,22.6,26,21.3,54.4,28.3
Weizmann Institute of Science,weizmann-institute-of-science,logo/f5dfa93ce.png,69,Israel,il,1,29.5,16.4,15,32.5,39.7,26.3,45.3
Sun Yat-sen University,sun-yat-sen-university,logo/46293852.png,72,China,cn,7,29.4,0,0,27.6,17.8,85.9,25
University of Oslo,university-of-oslo,logo/2d1aa99b3.png,72,Norway,no,1,29.4,24.9,29.1,18.4,15,54.4,29.2
McGill University,mcgill-university,logo/88d833c3e.png,74,Canada,ca,3,29.3,29.4,0,26,30.4,58.7,27.3
University of Sydney,university-of-sydney,logo/6f7db18c8.png,74,Australia,au,3,29.3,12.7,0,34.4,21.4,66.4,29.7
University of California - Irvine,university-of-california-irvine,logo/b1df85949.png,76,United States,us,34,29.2,14.7,26.9,25.2,25,46.4,24.6
The University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,77,Australia,au,4,29,0,0,38,25.2,63.3,31.3
KU Leuven,ku-leuven,logo/666263d88.png,78,Belgium,be,1,28,0,0,32.5,28.2,59.8,32.9
Huazhong University of Science and Technology,huazhong-university-of-science-and-technology,logo/69664504.png,79,China,cn,8,27.8,0,0,26.8,18.7,79.1,23
Aarhus University,aarhus-university,logo/0ec23abb4.png,80,Denmark,dk,2,27.7,10.4,20.3,15.9,24.4,55.7,28.2
The Hebrew University of Jerusalem,the-hebrew-university-of-jerusalem,logo/ee11c32f8.png,81,Israel,il,2,27.6,29.8,26.1,13,22.7,43.2,30.7
Monash University,monash-university,logo/6d8339a6f.png,82,Australia,au,5,27.5,0,0,26,25.5,67.9,30.8
Nanjing University,nanjing-university,logo/44696062.png,82,China,cn,9,27.5,0,0,26.8,27.6,66.8,26.6
The Ohio State University - Columbus,the-ohio-state-university-columbus,logo/1ccdfc090.png,82,United States,us,35,27.5,10.4,16.8,20.6,21,62.7,17
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,85,Israel,il,3,27.4,22,34.9,13,20.7,34.9,39.6
Seoul National University,seoul-national-university,logo/4d302fc4e.png,86,South Korea,kr,1,27.2,15.6,0,19.5,24.4,68.4,26
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,86,United States,us,36,27.2,0,13.8,35.1,20.4,36.9,53.7
Uppsala University,uppsala-university,logo/8e0a7d1d4.png,88,Sweden,se,2,27.1,20.1,20.6,14.6,24,49.9,27.1
Wuhan University,wuhan-university,logo/46182017.png,89,China,cn,10,27,0,0,29.1,20.5,72.5,20.3
Ghent University,ghent-university,logo/a05682830.png,90,Belgium,be,2,26.9,0,9.2,32.5,17.8,55.5,33.3
King Saud University,king-saud-university,logo/a8ed57dd5.png,90,Saudi Arabia,sa,1,26.9,0,0,40.1,6.1,73,24.9
Nanyang Technological University,nanyang-technological-university,logo/f3d48b4a3.png,90,Singapore,sg,2,26.9,0,0,42.2,20.4,53.9,30.3
University of Pittsburgh,university-of-pittsburgh,logo/bfcc56ad8.png,90,United States,us,37,26.9,16.4,0,31.2,25.2,58,18.1
Central South University,central-south-university,logo/65984093.png,94,China,cn,11,26.7,0,0,27.6,9.3,81.6,24.5
University of Basel,university-of-basel,logo/4b95c2a51.png,95,Switzerland,ch,5,26.6,21.4,14.1,15.9,29.7,40.1,39.2
Xi'an Jiaotong University,xian-jiaotong-university,logo/77584005.png,95,China,cn,12,26.6,0,0,25.2,16.8,77.4,22
University of Bristol,university-of-bristol,logo/73d83b1e4.png,97,United Kingdom,gb,8,26.5,5.2,13,28.4,26.3,46,27.4
Sichuan University,sichuan-university,logo/75651370.png,98,China,cn,13,26.4,0,0,21.6,15.4,81,22.6
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,99,Finland,fi,1,26.3,15.6,16,18.4,21.7,51.8,26.4
Purdue University - West Lafayette,purdue-university-west-lafayette,logo/2ef5fbfcc.png,100,United States,us,38,26.1,11.6,20.9,20.6,19.8,49.3,23.2
Aix Marseille University,aix-marseille-university,logo/db573f4a7.png,101-150,France,fr,5-7,,16.4,0,18.4,21.3,52.3,20.1
Beijing Institute of Technology,beijing-institute-of-technology,logo/85386135.png,101-150,China,cn,14-22,,0,0,36.2,12.7,59.3,22.4
Boston University,boston-university,logo/cbbf3b6e2.png,101-150,United States,us,39-50,,17.2,10.6,19.5,21.1,51.4,22
Brown University,brown-university,logo/3d8b527ff.png,101-150,United States,us,39-50,,23.8,18.2,11.3,19.8,44.8,33.3
Carnegie Mellon University,carnegie-mellon-university,logo/e1f857b46.png,101-150,United States,us,39-50,,28.9,27.6,9.2,22.6,31.5,27.8
City University of Hong Kong,city-university-of-hong-kong,logo/ed73d6ca9.png,101-150,China-Hong Kong,hk,2-3,,0,0,36.2,17.7,50.1,31
Emory University,emory-university,logo/7489183e0.png,101-150,United States,us,39-50,,0,0,23.5,21.3,53.7,27.5
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,101-150,Netherlands,nl,3-6,,13.7,13,25.2,15,51.4,32.5
Harbin Institute of Technology,harbin-institute-of-technology,logo/88331082.png,101-150,China,cn,14-22,,0,0,22.5,16.1,74.1,23.9
Jilin University,jilin-university,logo/76557044.png,101-150,China,cn,14-22,,0,0,23.5,14,65.9,17
Leiden University,leiden-university,logo/970699879.png,101-150,Netherlands,nl,3-6,,14.7,0,29.8,21.6,52,27
Lund University,lund-university,logo/165fbbe8f.png,101-150,Sweden,se,3-5,,18,16.8,17.2,17.8,51.6,24.9
Mayo Clinic College of Medicine and Science,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-150,United States,us,39-50,,0,0,39.6,16,48.5,27.4
McMaster University,mcmaster-university,logo/0f693978a.png,101-150,Canada,ca,4-5,,18,17.2,27.6,12.4,45.1,30.7
Moscow State University,moscow-state-university,logo/98123a275.png,101-150,Russia,ru,1,,37.8,29.1,0,11.8,49.5,27.3
Icahn School of Medicine at Mount Sinai,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,101-150,United States,us,39-50,,0,0,41.2,27.6,42.5,18.6
Nagoya University,nagoya-university,logo/958492796.png,101-150,Japan,jp,3,,27,23.5,13,18.1,43.7,19.8
Northwestern Polytechnical University,northwestern-polytechnical-university,logo/20384817.png,101-150,China,cn,14-22,,0,0,34.4,12.1,58.5,21.9
Pennsylvania State University - University Park,pennsylvania-state-university-university-park,logo/1069b7da2.png,101-150,United States,us,39-50,,9,0,22.5,32.6,47.9,16.4
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,101-150,Netherlands,nl,3-6,,15.6,0,26,20.7,48.5,29.2
Rice University,rice-university,logo/3bd736da6.png,101-150,United States,us,39-50,,18.7,19.9,21.6,24.1,28.7,33.1
Rutgers - The State University of New Jersey - New Brunswick,rutgers-the-state-university-of-new-jersey-new-brunswick,logo/c01c983b9.png,101-150,United States,us,39-50,,7.3,16,22.5,19.3,43.1,15.9
Sapienza University of Rome,sapienza-university-of-rome,logo/7ecaa1198.png,101-150,Italy,it,1,,14.7,22.6,9.2,14.3,53.1,20.4
Shandong University,shandong-university,logo/97189370.png,101-150,China,cn,14-22,,0,0,21.6,14.3,74.6,18.8
South China University of Technology,south-china-university-of-technology,logo/69348939.png,101-150,China,cn,14-22,,0,0,28.4,10.8,61.7,21.9
Southern University of Science and Technology,southern-university-of-science-and-technology,logo/22950445.png,101-150,China,cn,14-22,,0,0,26.8,23.1,49.2,35.9
Southeast University,southeast-university,logo/82819451.png,101-150,China,cn,14-22,,0,0,23.5,9.6,71.6,21.7
Stockholm University,stockholm-university,logo/bd0e71ccb.png,101-150,Sweden,se,3-5,,20.8,22.6,13,23.8,40.5,25.8
The Australian National University,the-australian-national-university,logo/e6233a5b3.png,101-150,Australia,au,6-7,,12.7,17.4,19.5,24.2,43.5,29.7
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,101-150,China-Hong Kong,hk,2-3,,0,13,19.5,10.6,56.7,25.3
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,101-150,United Kingdom,gb,9-12,,14.7,0,25.2,21.4,45.2,24.6
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,101-150,Australia,au,6-7,,19.4,13,24.4,14.3,46.4,33.6
Tianjin University,tianjin-university,logo/74813674.png,101-150,China,cn,14-22,,0,0,32.5,11.1,67.4,22
Université Grenoble Alpes,universit-grenoble-alpes,logo/85f28315e.png,101-150,France,fr,5-7,,11.6,13,15.9,22.2,45.9,20.6
Université libre de Bruxelles (ULB),universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-150,Belgium,be,3,,18,24.4,14.6,17.8,33.6,35.3
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-150,Canada,ca,4-5,,10.4,16,18.4,16.8,54.9,26.5
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-150,Netherlands,nl,3-6,,0,0,30.5,20.6,54.1,23.9
University of Bern,university-of-bern,logo/0881a5f78.png,101-150,Switzerland,ch,6-7,,11.6,0,18.4,24.8,47,34.4
University of California - Davis,university-of-california-davis,logo/59eef6399.png,101-150,United States,us,39-50,,12.7,0,23.5,26,54.1,21.6
University of Florida,university-of-florida,logo/a1fc569d1.png,101-150,United States,us,39-50,,15.6,0,19.5,20,62.9,23.1
University of Freiburg,university-of-freiburg,logo/023a63f53.png,101-150,Germany,de,5,,20.8,14.6,19.5,23.4,38.8,41.8
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,101-150,Sweden,se,3-5,,0,14.1,23.5,16.6,44.7,23.1
University of Lausanne,university-of-lausanne,logo/5051a54b0.png,101-150,Switzerland,ch,6-7,,16.4,16,15.9,22.4,37.2,24.7
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,9-12,,14.7,9.2,18.4,20.2,46.6,26.3
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,101-150,United Kingdom,gb,9-12,,18.7,18.4,17.2,14.8,45.2,23.5
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,17.2,16.3,70.7,17.7
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,101-150,France,fr,5-7,,26,30.2,6.5,18.9,35.4,22.8
University of Utah,university-of-utah,logo/755c0861c.png,101-150,United States,us,39-50,,0,10.6,14.6,23.6,50.7,21.7
University of Vienna,university-of-vienna,logo/442aa1711.png,101-150,Austria,at,1,,16.4,11.9,20.6,23.5,40,30.3
University of Warwick,university-of-warwick,logo/90bb99399.png,101-150,United Kingdom,gb,9-12,,12.7,27.6,14.6,19.4,41,27.3
Arizona State University,arizona-state-university,logo/4b703d82d.png,151-200,United States,us,51-59,,0,18.4,18.4,18.9,43.3,18.2
Beihang University,beihang-university,logo/22403670.png,151-200,China,cn,23-33,,0,0,22.5,15.3,57.1,19.1
Beijing Normal University,beijing-normal-university,logo/38816505.png,151-200,China,cn,23-33,,14.7,0,15.9,14,57.9,20.1
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,13-20,,0,15,13,18.8,39.2,22
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,151-200,United States,us,51-59,,29.8,9.2,20.6,13,38,26.9
Chongqing University,chongqing-university,logo/79822387.png,151-200,China,cn,23-33,,0,0,22.5,5,62.4,19.4
Delft University of Technology,delft-university-of-technology,logo/a0e573fe4.png,151-200,Netherlands,nl,7-9,,10.4,0,15.9,24.8,43.2,22
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,151-200,United States,us,51-59,,11.6,0,23.5,20.5,40.3,29
Goethe University Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,151-200,Germany,de,6-11,,31.6,0,14.6,19.1,38.8,34
Hunan University,hunan-university,logo/79015808.png,151-200,China,cn,23-33,,0,0,27.6,9.9,51.9,20.4
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,151-200,United States,us,51-59,,15.6,18.4,18.4,13.3,37.7,19.7
London School of Economics and Political Science,london-school-of-economics-and-political-science,logo/21a6b0778.png,151-200,United Kingdom,gb,13-20,,22,15,11.3,,30.6,29
London School of Hygiene & Tropical Medicine,london-school-of-hygiene-tropical-medicine,logo/44c92e762.png,151-200,United Kingdom,gb,13-20,,5.2,0,28.4,14.7,35.1,36.8
Michigan State University,michigan-state-university,logo/3be5907be.png,151-200,United States,us,51-59,,7.3,0,15.9,21.5,50.6,18.9
Nankai University,nankai-university,logo/44629152.png,151-200,China,cn,23-33,,0,0,27.6,15.8,50.8,19.6
Norwegian University of Science and Technology - NTNU,norwegian-university-of-science-and-technology-ntnu,logo/5cbe779ad.png,151-200,Norway,no,2,,11.6,19.5,13,13.4,45.4,19.9
Shenzhen University,shenzhen-university,logo/88823168.png,151-200,China,cn,23-33,,0,0,21.6,12.4,57.1,19.2
Soochow University,soochow-university-china,logo/44374737.png,151-200,China,cn,23-33,,0,0,29.8,9.5,58.8,18.5
Sungkyunkwan University,sungkyunkwan-university,logo/13a2c1830.png,151-200,South Korea,kr,2,,0,0,18.4,16.1,52,24.2
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,151-200,Denmark,dk,3,,13.7,9.2,21.6,19.1,39.9,21.6
The Hong Kong Polytechnic University,the-hong-kong-polytechnic-university,logo/bb2e43056.png,151-200,China-Hong Kong,hk,4,,0,0,23.5,9.8,58.7,22.3
The University of Adelaide,the-university-of-adelaide,logo/13e383993.png,151-200,Australia,au,8,,12.7,0,29.8,13.3,42.8,31.9
The University of Calgary,the-university-of-calgary,logo/2728e064d.png,151-200,Canada,ca,6-8,,0,0,25.2,15.2,47.7,21.9
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,151-200,United Kingdom,gb,13-20,,16.4,11.3,14.6,17.1,43.4,23.5
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,151-200,Japan,jp,4,,11.6,27.6,6.5,14.2,34.4,24.3
Tongji University,tongji-university,logo/39174907.png,151-200,China,cn,23-33,,0,0,9.2,11,71,21.5
Tufts University,tufts-university,logo/a74ac6721.png,151-200,United States,us,51-59,,17.2,14.6,15.9,11.8,33.3,25.1
University of Electronic Science and Technology of China,university-of-electronic-science-and-technology-of-china,logo/55538407.png,151-200,China,cn,23-33,,0,0,28.4,12.8,55.8,19.6
University of Arizona,university-of-arizona,logo/b51ca4f00.png,151-200,United States,us,51-59,,13.7,0,13,24.7,47.1,21.1
University of Barcelona,university-of-barcelona,logo/bb05b95cc.png,151-200,Spain,es,1,,0,0,18.4,13.5,51,28.1
University of Birmingham,university-of-birmingham,logo/aac49270e.png,151-200,United Kingdom,gb,13-20,,16.4,6.5,14.6,18.7,48.4,23.4
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,151-200,United States,us,51-59,,0,0,29.1,25.8,28.2,32.3
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,6-11,,0,9.2,14.6,22.1,39.6,32.1
University of Exeter,university-of-exeter,logo/e757ee576.png,151-200,United Kingdom,gb,13-20,,0,0,25.2,22,40.5,24.9
University of Goettingen,university-of-goettingen,logo/f34acde58.png,151-200,Germany,de,6-11,,29.4,0,13,25.2,34.9,35.5
University of Leeds,university-of-leeds,logo/6dd8db10a.png,151-200,United Kingdom,gb,13-20,,15.6,0,11.3,20.8,45.3,21
University of Mainz,university-of-mainz,logo/44fd66a86.png,151-200,Germany,de,6-11,,0,6.5,17.2,20.3,36.4,35.4
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,2-3,,15.6,0,18.4,12.6,50.4,22.4
University of Montpellier,university-of-montpellier,logo/494a1c1f0.png,151-200,France,fr,8,,9,0,13,20.6,47.7,23.6
University of Montreal,university-of-montreal,logo/b0c53560f.png,151-200,Canada,ca,6-8,,10.4,0,15.9,21.3,52.2,24.9
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,151-200,Germany,de,6-11,,18,9.2,13,20.7,34.3,29.1
University of Pisa,university-of-pisa,logo/a979256d7.png,151-200,Italy,it,2-3,,19.4,20.6,6.5,7.9,40.8,23.4
University of Rochester,university-of-rochester,logo/9fac3887f.png,151-200,United States,us,51-59,,30.7,5.3,9.2,20.8,37.5,16.7
University of Southampton,university-of-southampton,logo/ed12f6724.png,151-200,United Kingdom,gb,13-20,,0,0,22.5,19.9,43.9,25.3
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,6-11,,20.8,0,15.9,22.1,40.7,35.8
University of Waterloo,university-of-waterloo,logo/afeac310e.png,151-200,Canada,ca,6-8,,0,13.8,23.5,9.2,43,22.6
Vrije Universiteit Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,151-200,Netherlands,nl,7-9,,0,0,23.5,18,48.6,24.6
Wageningen University & Research,wageningen-university-research,logo/e48392d63.png,151-200,Netherlands,nl,7-9,,0,0,27.6,16.8,41,28.4
Xiamen University,xiamen-university,logo/14008229.png,151-200,China,cn,23-33,,0,0,20.6,17.5,57.6,19.6
Zhengzhou University,zhengzhou-university,logo/68963418.png,151-200,China,cn,23-33,,0,0,14.6,8.3,68,17.8
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,201-300,United States,us,60-78,,0,0,19.5,22.6,41.8,15.8
Beijing University of Chemical Technology,beijing-university-of-chemical-technology,logo/46052210.png,201-300,China,cn,34-51,,0,0,23.5,6.5,38.3,19.8
Capital Medical University,capital-medical-university,logo/63885672.png,201-300,China,cn,34-51,,0,0,6.5,9.1,58.6,37.6
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,201-300,Belgium,be,4,,9,11.9,17.2,10,29.5,25
China Agricultural University,china-agricultural-university,logo/48410070.png,201-300,China,cn,34-51,,0,0,26,10,48.4,20.3
China University of Geosciences,china-university-of-geosciences-wuhan,logo/25952542.png,201-300,China,cn,34-51,,0,0,20.6,8.7,47.1,18.9
Claude Bernard University Lyon 1,claude-bernard-university-lyon-1,logo/bfcb2841f.png,201-300,France,fr,9-11,,9,0,11.3,21.6,39.9,20.7
