name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
University of Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,101-150,Germany,de,5-8,,32.1,0,19.1,21.3,38.5,22.9
University of Goettingen,university-of-goettingen,logo/f34acde58.png,101-150,Germany,de,5-8,,28.7,15.3,16.2,18.9,39.6,23
University of Groningen,university-of-groningen,logo/cb5787d1f.png,101-150,Netherlands,nl,3-7,,0,19.4,17.7,18.3,48.2,26.9
University of Hawaii at Manoa,university-of-hawaii-at-manoa,logo/71999f015.png,101-150,United States,us,54-67,,0,0,26.1,26.3,36.1,18.1
University of Iowa,university-of-iowa,logo/64ddaf953.png,101-150,United States,us,54-67,,0,0,30.7,23.2,43.9,17.8
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,10-14,,18,13.7,12.5,18.4,39.8,20.4
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,101-150,United States,us,54-67,,14.3,0,33.9,15.1,36.1,22
University of Massachusetts Chan Medical School,university-of-massachusetts-medical-school-worcester,logo/c2a3365ca.png,101-150,United States,us,54-67,,0,20.6,14.5,27.6,27.5,20.1
University of Montreal,university-of-montreal,logo/b0c53560f.png,101-150,Canada,ca,5-6,,12.1,0,14.5,19.9,50.4,19.8
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,101-150,Germany,de,5-8,,20.3,13.7,12.2,15.7,36.4,19.9
University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,101-150,Australia,au,6-7,,0,0,20.4,14.2,53.5,20.8
University of Paris Diderot (Paris 7),university-paris-diderot-paris-7,logo/e2dbeabe6.png,101-150,France,fr,4-7,,12.1,9.7,12.5,26.8,44.3,17.1
University of Pisa,university-of-pisa,logo/a979256d7.png,101-150,Italy,it,1-2,,14.3,23.8,14.5,5.4,37,20.3
University of Roma - La Sapienza,sapienza-university-of-rome,logo/7ecaa1198.png,101-150,Italy,it,1-2,,12.1,13.7,10.2,15.3,48.9,15.5
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,10.2,10.8,72.8,14.9
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,101-150,France,fr,4-7,,26.6,22.1,17.7,17.6,36,19.3
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,101-150,United Kingdom,gb,10-14,,0,23.1,20.5,13.9,28.5,26.3
University of Virginia,university-of-virginia,logo/3d702cdba.png,101-150,United States,us,54-67,,0,0,33.9,29,45.1,19.1
University of Wageningen,wageningen-university-research,logo/e48392d63.png,101-150,Netherlands,nl,3-7,,0,0,28.2,17.4,39.3,30.5
VU University Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,101-150,Netherlands,nl,3-7,,0,0,24,16.8,51.3,28.3
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,15-19,,0,16.8,7.2,20,40.6,17.9
Colorado State University,colorado-state-university,logo/5890dd554.png,151-200,United States,us,68-85,,0,0,30.7,13,34.8,19.8
Dartmouth College,dartmouth-college,logo/cd738deeb.png,151-200,United States,us,68-85,,18.8,0,24,16.4,29,21.5
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,151-200,Netherlands,nl,8,,0,15.3,21.7,6.3,35.1,24.5
George Mason University,george-mason-university,logo/ba8ac68f7.png,151-200,United States,us,68-85,,0,32.9,10.2,10.2,27.6,17.6
Iowa State University,iowa-state-university,logo/7c94539cd.png,151-200,United States,us,68-85,,0,0,22.9,17.8,41.8,19.9
Kyushu University,kyushu-university,logo/d57292828.png,151-200,Japan,jp,8-9,,0,0,16.2,17.8,46,17.5
Mount Sinai School of Medicine,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,151-200,United States,us,68-85,,0,0,20.5,23.5,34.8,18.6
National Autonomous University of Mexico,national-autonomous-university-of-mexico,logo/22d59f1cc.png,151-200,Mexico,mx,1,,13.3,0,6.6,11.6,47.3,21.6
North Carolina State University - Raleigh,north-carolina-state-university-raleigh,logo/1df34c570.png,151-200,United States,us,68-85,,0,0,28,12.3,41.6,18.1
Oregon Health and Science University,oregon-health-and-science-university,logo/e0d414de9.png,151-200,United States,us,68-85,,0,0,19.1,22,35.2,20.9
Oregon State University,oregon-state-university,logo/5f1862f7c.png,151-200,United States,us,68-85,,10.8,0,26.1,20.5,33.6,21.4
Peking University,peking-university,logo/86350223.png,151-200,China,cn,1-4,,0,0,0,15.2,61.9,17.4
Shanghai Jiao Tong University,shanghai-jiao-tong-university,logo/27403919.png,151-200,China,cn,1-4,,0,0,7.9,9.1,58.8,17.9
State University of New York at Stony Brook,stony-brook-university,logo/38db338eb.png,151-200,United States,us,68-85,,0,0,19.6,21.7,36.4,16.8
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,151-200,Denmark,dk,3,,5.4,11.9,17.6,14.6,38.3,20
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,151-200,China-Hong Kong,hk,1-2,,0,14.6,16.1,6.5,42.6,21.6
The University of Auckland,the-university-of-auckland,logo/05b4edbf7.png,151-200,New Zealand,nz,1,,14.3,0,10.2,16.7,38.5,19.4
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,151-200,United Kingdom,gb,15-19,,7.7,0,21.5,17.2,41.1,20.1
The University of Hong Kong,the-university-of-hong-kong,logo/cbf530ad3.png,151-200,China-Hong Kong,hk,1-2,,0,0,12.7,14.3,46,21.6
The University of Texas Health Science Center at Houston,the-university-of-texas-health-science-center-at-houston,logo-jpg/cceffd11c00.jpg,151-200,United States,us,68-85,,0,15.8,17.7,13.7,30.5,26.9
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,151-200,United States,us,68-85,,0,0,21.7,19.3,41.9,27.4
Tsinghua University,tsinghua-university,logo/27532357.png,151-200,China,cn,1-4,,10.8,0,0,17.3,57,16.4
University Libre Bruxelles,universit-libre-de-bruxelles-ulb,logo/64cca2113.png,151-200,Belgium,be,4,,17.1,16.8,12.5,13.5,31.8,25
University of Bern,university-of-bern,logo/0881a5f78.png,151-200,Switzerland,ch,6,,13.3,0,12.5,21,39.6,24.8
University of Buenos Aires,university-of-buenos-aires,logo/3ec293867.png,151-200,Argentina,ar,1,,15.3,24.7,0,8,36,19.7
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,9-14,,0,11.9,7.2,19.8,35.9,18.7
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,151-200,Sweden,se,5,,0,15.8,7.2,10.9,40.4,17
University of Hamburg,university-of-hamburg,logo/1f501fa40.png,151-200,Germany,de,9-14,,12.1,0,17.7,16.9,34.9,18.8
University of Illinois at Chicago,university-of-illinois-at-chicago,logo/a3459f50d.png,151-200,United States,us,68-85,,0,0,27.8,13.7,44.6,17.4
Kiel University,university-of-kiel,logo/0247385d2.png,151-200,Germany,de,9-14,,10.8,13.7,10.2,15.2,31.6,17.2
University of Leeds,university-of-leeds,logo/6dd8db10a.png,151-200,United Kingdom,gb,15-19,,18,0,14.5,19.3,43.9,18.8
University of Mainz,university-of-mainz,logo/44fd66a86.png,151-200,Germany,de,9-14,,0,7.9,17.7,16.1,37.1,19.4
University of Maryland - Baltimore,university-of-maryland-baltimore,logo/a3b6c7955.png,151-200,United States,us,68-85,,0,0,24,17.2,37.1,16.7
University of Miami,university-of-miami,logo/bbb3b957a.png,151-200,United States,us,68-85,,0,0,24,20,41.2,14.9
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,3-4,,18,0,18.4,11.2,44.8,19.2
University of Nebraska - Lincoln,university-of-nebraska-lincoln,logo/49b53c7ad.png,151-200,United States,us,68-85,,18,0,16.2,14.9,34.7,15.8
University of Padua,university-of-padua,logo/290d176ce.png,151-200,Italy,it,3-4,,0,0,12.5,18.1,47.5,19.4
University of Paris Descartes (Paris 5),university-of-paris-descartes-paris-5,logo/235b7fe5f.png,151-200,France,fr,8,,12.1,9.7,10.2,17.6,42.1,15.3
University of Southampton,university-of-southampton,logo/ed12f6724.png,151-200,United Kingdom,gb,15-19,,0,0,19.3,19.3,43.2,21.3
University of Tennessee - Knoxville,university-of-tennessee-knoxville,logo/27a58d8fe.png,151-200,United States,us,68-85,,10.8,0,21.7,14.3,38.2,14.4
University of Tsukuba,university-of-tsukuba,logo/a1d685faa.png,151-200,Japan,jp,8-9,,0,20.2,11.7,10.8,36.5,15.2
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,9-14,,23.6,0,14.5,18.6,39.9,21.3
University of Vienna,university-of-vienna,logo/442aa1711.png,151-200,Austria,at,1,,14.3,0,14.5,20.7,37.3,21.7
University of Warwick,university-of-warwick,logo/90bb99399.png,151-200,United Kingdom,gb,15-19,,0,0,25.1,15.3,37.7,20.9
University of Waterloo,university-of-waterloo,logo/afeac310e.png,151-200,Canada,ca,7,,0,0,19.1,12.3,41,20.5
University of Wuerzburg,university-of-wuerzburg,logo/90768ed0f.png,151-200,Germany,de,9-14,,20.3,0,23.6,16,34,20.2
Virginia Commonwealth University,virginia-commonwealth-university,logo/060382474.png,151-200,United States,us,68-85,,10.8,14.6,17.7,11.7,33.5,14.1
Virginia Polytechnic Institute and State University,virginia-polytechnic-institute-and-state-university,logo/e010632dd.png,151-200,United States,us,68-85,,12.1,0,22.9,12.3,40.2,17.5
Zhejiang University,zhejiang-university,logo/88311656.png,151-200,China,cn,1-4,,0,0,0,12.3,61.8,17.1
Autonomous University of Madrid,autonomous-university-of-madrid,logo/1ae8d6f97.png,201-300,Spain,es,1-3,,0,0,12.5,13.7,39,16.6
Brandeis University,brandeis-university,logo/c824fcc8e.png,201-300,United States,us,86-109,,20.3,0,7.2,19.9,18.8,23.6
Charles University in Prague,charles-university-in-prague,logo/b21d1a50b.png,201-300,Czech Republic,cz,1,,9.4,0,0,12.3,42.9,18.1
