name,code,logo,rank,region,region_code,region_ranking,score,indicator_Alumni,indicator_Award,indicator_HiCi,indicator_N&S,indicator_PUB,indicator_PCP
The Australian National University,the-australian-national-university,logo/e6233a5b3.png,66,Australia,au,2,28.9,14.1,19.4,32.3,24,43,29.3
Brown University,brown-university,logo/3d8b527ff.png,67,United States,us,42,28.8,15.1,13.4,32.4,27.7,42.6,32.6
King's College London,kings-college-london,logo/7c3673100.png,67,United Kingdom,gb,8,28.8,13.1,21.2,30.7,17.4,52.5,23.2
University of Geneva,university-of-geneva,logo/7cd1dc0d1.png,69,Switzerland,ch,3,28.7,22.7,28.4,20.5,27.9,37.7,27.5
University of Oslo,university-of-oslo,logo/2d1aa99b3.png,69,Norway,no,1,28.7,18.5,32.8,17.7,16.5,50.6,25.6
Ecole Normale Superieure - Paris,ecole-normale-superieure-paris,logo/8c5918f6b.png,71,France,fr,3,28.5,51,28.2,12.4,16.7,26.7,58.3
University of Florida,university-of-florida,logo/a1fc569d1.png,71,United States,us,43,28.5,17.7,0,37.4,22.5,61,17.6
Uppsala University,uppsala-university,logo/8e0a7d1d4.png,73,Sweden,se,2,28,18.5,27.6,14.5,24.7,47.9,24.7
Leiden University,leiden-university,logo/970699879.png,74,Netherlands,nl,2,27.8,18.5,9.5,28.9,23,47.9,33.1
Boston University,boston-university,logo/cbbf3b6e2.png,75,United States,us,44,27.4,12,11.6,29.8,24.7,50.8,20.9
University of Helsinki,university-of-helsinki,logo/174aa57e2.png,76,Finland,fi,1,27.2,13.1,16.4,24,19.9,51.1,28.8
Technion-Israel Institute of Technology,technion-israel-institute-of-technology,logo/547232002.png,77,Israel,il,2,26.6,20.7,37.9,16.2,16.8,34.6,26.7
University of Arizona,university-of-arizona,logo/b51ca4f00.png,78,United States,us,45,26.5,15.1,0,29.8,32.4,49,20.4
Arizona State University - Tempe,arizona-state-university,logo/4b703d82d.png,79,United States,us,46,26.1,0,20.1,27.1,27.5,42.5,18.9
Moscow State University,moscow-state-university,logo/98123a275.png,79,Russia,ru,1,26.1,43.1,33.3,0,8.8,48.1,30.5
Aarhus University,aarhus-university,logo/0ec23abb4.png,81,Denmark,dk,2,26,12,22.2,7.2,25.6,50.9,28.5
Stockholm University,stockholm-university,logo/bd0e71ccb.png,82,Sweden,se,3,25.8,25.1,27.6,16.2,19.1,38.3,23.5
University of Basel,university-of-basel,logo/4b95c2a51.png,83,Switzerland,ch,4,25.6,20,16.4,24.9,18.6,37.5,34.1
University of Nottingham,university-of-nottingham,logo/0bf332f99.png,83,United Kingdom,gb,9,25.6,12,20.1,24,17.9,46.1,20.5
Ghent University,ghent-university,logo/a05682830.png,85,Belgium,be,1,25.5,5.3,13.4,17.7,19.6,55.3,30.2
Indiana University Bloomington,indiana-university-bloomington,logo/7a6b45fcc.png,85,United States,us,47-48,25.5,10.7,21.7,27.1,20.4,39.7,19.9
Osaka University,osaka-university,logo/433a187e9.png,85,Japan,jp,3,25.5,9.3,0,27.1,29,53.3,20.6
The University of Queensland,the-university-of-queensland,logo/9d6b97a7c.png,85,Australia,au,3,25.5,13.1,0,21.7,22.5,60,26.5
University of Utah,university-of-utah,logo/755c0861c.png,85,United States,us,47-48,25.5,0,11.6,30.7,26.9,45.6,18.1
University of Rochester,university-of-rochester,logo/9fac3887f.png,90,United States,us,49,25.4,25.6,7.7,28,22.6,41.8,21.2
The University of Western Australia,the-university-of-western-australia,logo/535124d88.png,91,Australia,au,4,25,14.1,14.2,25.8,14.8,45.8,27.3
McMaster University,mcmaster-university,logo/0f693978a.png,92,Canada,ca,4,24.9,13.1,19,24,16,44.7,21.6
Michigan State University,michigan-state-university,logo/3be5907be.png,92,United States,us,50-51,24.9,9.3,0,36.9,18.7,51.5,18.6
Rice University,rice-university,logo/3bd736da6.png,92,United States,us,50-51,24.9,16.9,21.9,21.5,24.1,29.5,30.9
University of Groningen,university-of-groningen,logo/cb5787d1f.png,92,Netherlands,nl,3,24.9,0,19,17.7,18.7,51.4,28.8
Weizmann Institute of Science,weizmann-institute-of-science,logo/f5dfa93ce.png,92,Israel,il,3,24.9,13.1,16.4,24,33.5,28.4,24.5
University of Strasbourg,university-of-strasbourg,logo/cffce1361.png,97,France,fr,4,24.7,26.2,26.3,17.7,18.5,34.6,20.3
University of Sydney,university-of-sydney,logo/6f7db18c8.png,97,Australia,au,5,24.7,15.1,0,19.1,19.2,62.5,23.9
Case Western Reserve University,case-western-reserve-university,logo/885955e6b.png,99,United States,us,52,24.6,31.6,10.9,21.7,20.6,39.2,22.6
University of Freiburg,university-of-freiburg,logo/023a63f53.png,100,Germany,de,4,24.3,19.3,19,15.9,24.4,37.2,24.2
Baylor College of Medicine,baylor-college-of-medicine,logo/413ba3e0b.png,101-150,United States,us,53-67,,0,0,19.1,31.7,39.1,18.5
Catholic University of Leuven,ku-leuven,logo/666263d88.png,101-150,Belgium,be,2-4,,0,0,22.9,17.7,53.4,26
Catholic University of Louvain,catholic-university-of-louvain,logo/ad05feb78.png,101-150,Belgium,be,2-4,,10.7,13.4,17.7,10.5,41,27.8
Emory University,emory-university,logo/7489183e0.png,101-150,United States,us,53-67,,0,0,32.4,23,50,17.3
Georgia Institute of Technology,georgia-institute-of-technology,logo/ce6aa6357.png,101-150,United States,us,53-67,,13.1,0,26,19.3,43.4,25.1
Hokkaido University,hokkaido-university,logo/0ed9be4d1.png,101-150,Japan,jp,4-7,,12,16.4,14.5,16.8,42.8,18.4
Joseph Fourier University (Grenoble 1),joseph-fourier-university-grenoble-1,logo/3fda45955.png,101-150,France,fr,5-6,,0,15,10.2,22.9,40.4,18.8
London School of Economics and Political Science,london-school-of-economics-and-political-science,logo/21a6b0778.png,101-150,United Kingdom,gb,10-14,,20.7,16.4,16.2,,28.9,26.8
Lund University,lund-university,logo/165fbbe8f.png,101-150,Sweden,se,4,,22,0,25.1,14.9,49.7,20.3
Mayo Medical School,mayo-clinic-alix-school-of-medicine,logo-jpg/d60a8d8e800.jpg,101-150,United States,us,53-67,,0,0,25.1,14.9,45.9,24.9
Monash University,monash-university,logo/6d8339a6f.png,101-150,Australia,au,6-7,,0,0,14.5,19.6,55,22.1
Nagoya University,nagoya-university,logo/958492796.png,101-150,Japan,jp,4-7,,22.7,14.2,16.2,21.6,44.1,20.3
National Taiwan University,national-taiwan-university,logo/075ca4af3.png,101-150,China-Taiwan,tw,1,,12,0,17.7,13.4,57.5,19.4
National University of Singapore,national-university-of-singapore,logo/31943e0cb.png,101-150,Singapore,sg,1,,0,0,10.2,17.1,59.5,28.8
Oregon State University,oregon-state-university,logo/5f1862f7c.png,101-150,United States,us,53-67,,10.7,0,26.1,20.8,33.9,21.8
Radboud University Nijmegen,radboud-university-nijmegen,logo/6759d15cf.png,101-150,Netherlands,nl,4-7,,16.9,0,7.2,17.3,50,31
Seoul National University,seoul-national-university,logo/4d302fc4e.png,101-150,South Korea,kr,1,,0,0,7.2,18,68,22.2
Swiss Federal Institute of Technology of Lausanne,swiss-federal-institute-of-technology-lausanne,logo/1946ead7f.png,101-150,Switzerland,ch,5,,0,0,24,26.3,40.9,34.4
Tel Aviv University,tel-aviv-university,logo/3384913de.png,101-150,Israel,il,4,,0,0,24,14,48.2,25.5
Texas A&M University - College Station,texas-a-m-university,logo/df03442c2.png,101-150,United States,us,53-67,,0,0,33.9,21.3,50.3,19.7
The University of Georgia,the-university-of-georgia,logo/4cb4fc994.png,101-150,United States,us,53-67,,0,0,27,20.8,40.8,18.1
The University of Sheffield,the-university-of-sheffield,logo/08629522c.png,101-150,United Kingdom,gb,10-14,,18.5,13.4,19.5,19,43.4,22.2
The University of Texas M. D. Anderson Cancer Center,the-university-of-texas-m-d-anderson-cancer-center,logo/1100fcdc8.png,101-150,United States,us,53-67,,0,0,21.7,20.2,41.3,28.4
Tohoku University,tohoku-university,logo/cd197349d.png,101-150,Japan,jp,4-7,,15.1,0,21.4,22.3,53,20.5
Tokyo Institute of Technology,tokyo-institute-of-technology,logo/b7135745d.png,101-150,Japan,jp,4-7,,13.1,0,21.7,18.9,38.6,24.8
Tufts University,tufts-university,logo/a74ac6721.png,101-150,United States,us,53-67,,15.1,16.4,22.9,15.8,34.9,24.7
University Libre Bruxelles,universit-libre-de-bruxelles-ulb,logo/64cca2113.png,101-150,Belgium,be,2-4,,16.9,16.4,12.5,12.4,33.3,26
University of Alberta,university-of-alberta,logo/f1242c7ae.png,101-150,Canada,ca,5-6,,12,0,21.4,20.1,54.1,21.1
University of Amsterdam,university-of-amsterdam,logo/054e1350c.png,101-150,Netherlands,nl,4-7,,5.3,0,19.1,17.7,52.4,26.2
University of Birmingham,university-of-birmingham,logo/aac49270e.png,101-150,United Kingdom,gb,10-14,,19.3,9.5,21.6,14.8,44.9,21
University of Bonn,university-of-bonn,logo/68c81f6c8.png,101-150,Germany,de,5-8,,16,19.9,14.7,19.9,40.7,24.2
University of California - Riverside,university-of-california-riverside,logo/5f4516909.png,101-150,United States,us,53-67,,13.1,0,27.1,26.7,32.4,27.5
University of California - Santa Cruz,university-of-california-santa-cruz,logo/9ca868f71.png,101-150,United States,us,53-67,,0,0,28.9,35,30.8,33
University of Frankfurt,goethe-university-frankfurt,logo/4c5e6a039.png,101-150,Germany,de,5-8,,31.6,0,19.1,20.7,38.4,24.1
University of Goettingen,university-of-goettingen,logo/f34acde58.png,101-150,Germany,de,5-8,,28.3,15,16.2,18.5,39.3,24.1
University of Iowa,university-of-iowa,logo/64ddaf953.png,101-150,United States,us,53-67,,0,0,30.7,21.8,43.9,17.9
University of Liverpool,university-of-liverpool,logo/d951c4194.png,101-150,United Kingdom,gb,10-14,,17.7,13.4,12.5,17,40.7,21
University of Massachusetts Amherst,university-of-massachusetts-amherst,logo/cc867307c.png,101-150,United States,us,53-67,,14.1,0,33.9,16,36.5,22.6
University of Massachusetts Chan Medical School,university-of-massachusetts-medical-school-worcester,logo/c2a3365ca.png,101-150,United States,us,53-67,,0,20.1,14.5,26.6,27.4,22.9
University of Montreal,university-of-montreal,logo/b0c53560f.png,101-150,Canada,ca,5-6,,12,0,14.5,18.2,49.8,20.1
University of Muenster,university-of-muenster,logo-jpg/99b87390900.jpg,101-150,Germany,de,5-8,,20,13.4,12.2,15.9,35.2,20.6
University of New South Wales,the-university-of-new-south-wales,logo/269ebda14.png,101-150,Australia,au,6-7,,0,0,20.4,15.5,55,21.5
University of Paris Diderot (Paris 7),university-paris-diderot-paris-7,logo/e2dbeabe6.png,101-150,France,fr,5-6,,12,9.5,12.5,28.5,44.9,18
University of Pisa,university-of-pisa,logo/a979256d7.png,101-150,Italy,it,1-2,,14.1,23.2,14.5,6.4,37.3,21
University of Roma - La Sapienza,sapienza-university-of-rome,logo/7ecaa1198.png,101-150,Italy,it,1-2,,12,13.4,10.2,13.8,51.5,16.9
University of Sao Paulo,university-of-sao-paulo,logo/439ebbf7b.png,101-150,Brazil,br,1,,0,0,10.2,11.6,72.7,14.7
University of Sussex,university-of-sussex,logo-jpg/a488c8b5400.jpg,101-150,United Kingdom,gb,10-14,,0,22.6,20.5,11.6,28.1,26.2
University of Virginia,university-of-virginia,logo/3d702cdba.png,101-150,United States,us,53-67,,0,0,33.9,27.3,44.5,19.2
University of Wageningen,wageningen-university-research,logo/e48392d63.png,101-150,Netherlands,nl,4-7,,0,0,28.2,18.6,40,31.7
VU University Amsterdam,vrije-universiteit-amsterdam,logo/9882fdffd.png,101-150,Netherlands,nl,4-7,,0,0,24,16.3,53.1,29.7
Aix Marseille University,aix-marseille-university,logo/db573f4a7.png,151-200,France,fr,7-8,,14.1,0,16.2,14.4,46.1,23.8
Cardiff University,cardiff-university,logo/0d9ee072c.png,151-200,United Kingdom,gb,15-19,,0,16.4,7.2,19.6,40.3,18.2
Colorado State University,colorado-state-university,logo/5890dd554.png,151-200,United States,us,68-85,,0,0,30.7,13.4,34.3,20.2
Dartmouth College,dartmouth-college,logo/cd738deeb.png,151-200,United States,us,68-85,,18.5,0,24,15,28.3,21.6
Erasmus University Rotterdam,erasmus-university-rotterdam,logo/7dc2ef049.png,151-200,Netherlands,nl,8,,0,15,21.7,6.4,34.4,25.1
Florida State University,florida-state-university,logo/731b432f8.png,151-200,United States,us,68-85,,0,0,19.1,15.5,37.7,18.9
Fudan University,fudan-university,logo/28312850.png,151-200,China,cn,1-5,,0,0,7.1,13.6,52.5,19.1
George Mason University,george-mason-university,logo/ba8ac68f7.png,151-200,United States,us,68-85,,0,32.2,10.2,9,28,17.7
Iowa State University,iowa-state-university,logo/7c94539cd.png,151-200,United States,us,68-85,,0,0,22.9,19.6,40.2,19.8
King Saud University,king-saud-university,logo/a8ed57dd5.png,151-200,Saudi Arabia,sa,1,,0,0,31.6,5.6,41,12.9
Kyushu University,kyushu-university,logo/d57292828.png,151-200,Japan,jp,8-9,,0,0,16.2,15.4,44.5,17.2
Mount Sinai School of Medicine,icahn-school-of-medicine-at-mount-sinai,logo-jpg/a23fc3bb300.jpg,151-200,United States,us,68-85,,0,0,20.5,24.4,35,18.4
National Autonomous University of Mexico,national-autonomous-university-of-mexico,logo/22d59f1cc.png,151-200,Mexico,mx,1,,13.1,0,6.6,10.9,47.1,22.8
North Carolina State University - Raleigh,north-carolina-state-university-raleigh,logo/1df34c570.png,151-200,United States,us,68-85,,0,0,28,12.7,40.6,18.4
Oregon Health and Science University,oregon-health-and-science-university,logo/e0d414de9.png,151-200,United States,us,68-85,,0,0,19.1,20.7,35.3,20.8
Peking University,peking-university,logo/86350223.png,151-200,China,cn,1-5,,0,0,0,17.2,60.1,17.2
Shanghai Jiao Tong University,shanghai-jiao-tong-university,logo/27403919.png,151-200,China,cn,1-5,,0,0,7.9,10.4,61.3,19.2
State University of New York at Stony Brook,stony-brook-university,logo/38db338eb.png,151-200,United States,us,68-85,,0,0,19.6,20,36.1,16.7
Technical University of Denmark,technical-university-of-denmark,logo/2a23ba513.png,151-200,Denmark,dk,3,,5.3,11.6,17.6,14,37.4,20.8
The Chinese University of Hong Kong,the-chinese-university-of-hong-kong,logo/d7b4fe8fe.png,151-200,China-Hong Kong,hk,1,,0,14.2,16.1,4.5,42,20.5
The University of Glasgow,the-university-of-glasgow,logo-jpg/f072bed2b00.jpg,151-200,United Kingdom,gb,15-19,,7.6,0,21.5,18.1,41.2,20.7
The University of Texas Health Science Center at Houston,the-university-of-texas-health-science-center-at-houston,logo-jpg/cceffd11c00.jpg,151-200,United States,us,68-85,,0,15.5,17.7,12.2,30.4,16.1
Tsinghua University,tsinghua-university,logo/27532357.png,151-200,China,cn,1-5,,10.7,0,0,21.6,58.1,17
University of Bern,university-of-bern,logo/0881a5f78.png,151-200,Switzerland,ch,6,,13.1,0,12.5,22.7,39.8,25.6
University of Buenos Aires,university-of-buenos-aires,logo/3ec293867.png,151-200,Argentina,ar,1,,15.1,24.2,0,7.9,36.7,21
University of Cologne,university-of-cologne,logo/0e5b47b25.png,151-200,Germany,de,9-14,,0,11.6,7.2,18.1,36.6,19.7
University of Delaware,university-of-delaware,logo/0837d432d.png,151-200,United States,us,68-85,,10.7,16.4,22.9,9.8,31.5,18.8
University of Gothenburg,university-of-gothenburg,logo/2419f8b06.png,151-200,Sweden,se,5,,0,15.5,7.2,12,39.8,17.3
University of Hamburg,university-of-hamburg,logo/1f501fa40.png,151-200,Germany,de,9-14,,12,0,17.7,16.4,37,20.6
University of Hawaii at Manoa,university-of-hawaii-at-manoa,logo/71999f015.png,151-200,United States,us,68-85,,0,0,26.1,24.2,35.7,18.8
University of Illinois at Chicago,university-of-illinois-at-chicago,logo/a3459f50d.png,151-200,United States,us,68-85,,0,0,27.8,13,43.9,17.7
Kiel University,university-of-kiel,logo/0247385d2.png,151-200,Germany,de,9-14,,10.7,13.4,10.2,14.4,31.7,18.1
University of Leeds,university-of-leeds,logo/6dd8db10a.png,151-200,United Kingdom,gb,15-19,,17.7,0,14.5,19.8,42.1,18.8
University of Mainz,university-of-mainz,logo/44fd66a86.png,151-200,Germany,de,9-14,,0,7.7,17.7,14.9,36,19.9
University of Maryland - Baltimore,university-of-maryland-baltimore,logo/a3b6c7955.png,151-200,United States,us,68-85,,0,0,24,18.1,36.5,16.7
University of Miami,university-of-miami,logo/bbb3b957a.png,151-200,United States,us,68-85,,0,0,24,19.6,42.5,15.4
University of Milan,university-of-milan,logo/22f0a5d5b.png,151-200,Italy,it,3-4,,17.7,0,18.4,11,45.2,19.9
University of Padua,university-of-padua,logo/290d176ce.png,151-200,Italy,it,3-4,,0,0,12.5,17.3,47.9,20.3
University of Paris Descartes (Paris 5),university-of-paris-descartes-paris-5,logo/235b7fe5f.png,151-200,France,fr,7-8,,12,9.5,10.2,16.4,42.3,15.6
University of Southampton,university-of-southampton,logo/ed12f6724.png,151-200,United Kingdom,gb,15-19,,0,0,19.3,21.3,43.9,22.4
University of Tennessee - Knoxville,university-of-tennessee-knoxville,logo/27a58d8fe.png,151-200,United States,us,68-85,,10.7,0,21.7,12.6,38.3,14.4
University of Tsukuba,university-of-tsukuba,logo/a1d685faa.png,151-200,Japan,jp,8-9,,0,19.7,11.7,11,36.3,15.5
University of Tuebingen,university-of-tuebingen,logo/ffb5a5c9e.png,151-200,Germany,de,9-14,,23.3,0,14.5,17.1,41,22.7
University of Vienna,university-of-vienna,logo/442aa1711.png,151-200,Austria,at,1,,14.1,0,14.5,22,36.5,22.4
University of Warwick,university-of-warwick,logo/90bb99399.png,151-200,United Kingdom,gb,15-19,,0,0,25.1,13.1,37.2,21
University of Waterloo,university-of-waterloo,logo/afeac310e.png,151-200,Canada,ca,7,,0,0,19.1,12.3,40.6,20.7
University of Wuerzburg,university-of-wuerzburg,logo/90768ed0f.png,151-200,Germany,de,9-14,,20,0,23.6,15.6,34.9,21.6
Virginia Commonwealth University,virginia-commonwealth-university,logo/060382474.png,151-200,United States,us,68-85,,10.7,14.2,17.7,11.6,34.5,14.4
Virginia Polytechnic Institute and State University,virginia-polytechnic-institute-and-state-university,logo/e010632dd.png,151-200,United States,us,68-85,,12,0,22.9,12.4,40,17.3
Zhejiang University,zhejiang-university,logo/88311656.png,151-200,China,cn,1-5,,0,0,0,10.1,62.9,17.2
Autonomous University of Barcelona,autonomous-university-of-barcelona,logo/ae2a39e54.png,201-300,Spain,es,1-4,,0,0,0,13.8,45,19.1
Autonomous University of Madrid,autonomous-university-of-madrid,logo/1ae8d6f97.png,201-300,Spain,es,1-4,,0,0,12.5,11.2,39.1,16.8
Brandeis University,brandeis-university,logo/c824fcc8e.png,201-300,United States,us,86-108,,20,0,7.2,20.1,19.8,24.6
Charles University in Prague,charles-university-in-prague,logo/b21d1a50b.png,201-300,Czech Republic,cz,1,,9.3,0,0,11.7,44,18.9
